city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success,config_name,seed_id,xi_mean,xi_std,xi_dist,xi_persistence
City-A,T1,1x,180.0,S0a_RoutineOracle,routine,M_routine,800,True,1,551.1,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,551.1,243.1,0.0,0.5588,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S0b_StressOracle,routine,M_routine,800,True,1,299.4,508.6,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,299.4,299.4,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S1_CapRR,routine,M_routine,800,True,1,678.2,551.1,0.0,0.1874,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,243.1,0.0,0.6415,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S2_Platform,routine,M_routine,800,True,1,421.1,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,243.1,0.0,0.4226,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S3_Lin4,routine,M_routine,800,True,1,488.6,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S3_Lin4,cross_regime,M_stress,800,True,1,488.6,243.1,0.0,0.5024,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S4_GlobalCalib,routine,M_routine,800,True,1,453.2,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,453.2,243.1,0.0,0.4635,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S5_CityCalib,routine,M_routine,800,True,1,448.6,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S5_CityCalib,cross_regime,M_stress,800,True,1,448.6,243.1,0.0,0.458,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S6_Q10,routine,M_routine,800,True,1,310.4,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,1x,180.0,S6_Q10,cross_regime,M_stress,800,True,1,310.4,243.1,0.0,0.2166,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,2x,360.0,S0a_RoutineOracle,routine,M_routine,800,True,1,551.1,551.1,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,2x,360.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,551.1,243.1,116.9,0.5588,0.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
City-A,T1,2x,360.0,S0b_StressOracle,routine,M_routine,800,True,2,582.4,764.6,0.0,0.0,1.0,dist_logitnorm,4,0.67,0.15,logitnorm,none
