config,city,task_id,req_type,req_level,p_req,strategy,regime,success,n_selected,p_commit,p_deliv,shortfall,ocr
A_corrected_base,City-C,T1,absolute,1x,180.0,S0b_StressOracle,routine,1.0,1,474.4115815771453,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,1x,180.0,S0b_StressOracle,cross_regime,1.0,1,474.4115815771453,474.4115815771453,0.0,0.0
A_corrected_base,City-C,T1,absolute,1x,180.0,S1_CapRR,routine,1.0,1,737.04618,721.335595993054,0.0,0.02131560332752295
A_corrected_base,City-C,T1,absolute,1x,180.0,S1_CapRR,cross_regime,1.0,1,737.04618,474.4115815771453,0.0,0.35633397953823565
A_corrected_base,City-C,T1,absolute,1x,180.0,S2_Platform,routine,1.0,1,460.895,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,1x,180.0,S2_Platform,cross_regime,1.0,1,460.895,474.4115815771453,0.0,0.0
A_corrected_base,City-C,T1,absolute,1x,180.0,S3_Lin4,routine,1.0,1,622.9305157239958,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,1x,180.0,S3_Lin4,cross_regime,1.0,1,622.9305157239958,474.4115815771453,0.0,0.238419744093345
A_corrected_base,City-C,T1,absolute,1x,180.0,S4_GlobalCalib,routine,1.0,1,733.8207663023051,721.335595993054,0.0,0.01701392340279955
A_corrected_base,City-C,T1,absolute,1x,180.0,S4_GlobalCalib,cross_regime,1.0,1,733.8207663023051,474.4115815771453,0.0,0.3535048292954597
A_corrected_base,City-C,T1,absolute,1x,180.0,S5_CityCalib,routine,1.0,1,735.5700930515054,721.335595993054,0.0,0.019351652810406912
A_corrected_base,City-C,T1,absolute,1x,180.0,S5_CityCalib,cross_regime,1.0,1,735.5700930515054,474.4115815771453,0.0,0.35504231879649506
A_corrected_base,City-C,T1,absolute,1x,180.0,S6_Q10,routine,1.0,1,725.591030419059,721.335595993054,0.0,0.0058647836695933115
A_corrected_base,City-C,T1,absolute,1x,180.0,S6_Q10,cross_regime,1.0,1,725.591030419059,474.4115815771453,0.0,0.34617220763719636
A_corrected_base,City-C,T1,absolute,2x,360.0,S0a_RoutineOracle,routine,1.0,1,721.335595993054,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S0a_RoutineOracle,cross_regime,1.0,1,721.335595993054,474.4115815771453,0.0,0.34231502755104076
A_corrected_base,City-C,T1,absolute,2x,360.0,S0b_StressOracle,routine,1.0,1,474.4115815771453,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S0b_StressOracle,cross_regime,1.0,1,474.4115815771453,474.4115815771453,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S1_CapRR,routine,1.0,1,737.04618,721.335595993054,0.0,0.02131560332752295
A_corrected_base,City-C,T1,absolute,2x,360.0,S1_CapRR,cross_regime,1.0,1,737.04618,474.4115815771453,0.0,0.35633397953823565
A_corrected_base,City-C,T1,absolute,2x,360.0,S2_Platform,routine,1.0,1,460.895,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S2_Platform,cross_regime,1.0,1,460.895,474.4115815771453,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S3_Lin4,routine,1.0,1,622.9305157239958,721.335595993054,0.0,0.0
A_corrected_base,City-C,T1,absolute,2x,360.0,S3_Lin4,cross_regime,1.0,1,622.9305157239958,474.4115815771453,0.0,0.238419744093345
A_corrected_base,City-C,T1,absolute,2x,360.0,S4_GlobalCalib,routine,1.0,1,733.8207663023051,721.335595993054,0.0,0.01701392340279955
A_corrected_base,City-C,T1,absolute,2x,360.0,S4_GlobalCalib,cross_regime,1.0,1,733.8207663023051,474.4115815771453,0.0,0.3535048292954597
A_corrected_base,City-C,T1,absolute,2x,360.0,S5_CityCalib,routine,1.0,1,735.5700930515054,721.335595993054,0.0,0.019351652810406912
A_corrected_base,City-C,T1,absolute,2x,360.0,S5_CityCalib,cross_regime,1.0,1,735.5700930515054,474.4115815771453,0.0,0.35504231879649506
A_corrected_base,City-C,T1,absolute,2x,360.0,S6_Q10,routine,1.0,1,725.591030419059,721.335595993054,0.0,0.0058647836695933115
A_corrected_base,City-C,T1,absolute,2x,360.0,S6_Q10,cross_regime,1.0,1,725.591030419059,474.4115815771453,0.0,0.34617220763719636
A_corrected_base,City-C,T1,absolute,5x,900.0,S0a_RoutineOracle,routine,1.0,2,1413.9446010225122,1413.9446010225122,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S0a_RoutineOracle,cross_regime,1.0,2,1413.9446010225122,926.2028095399683,0.0,0.34495113254778664
A_corrected_base,City-C,T1,absolute,5x,900.0,S0b_StressOracle,routine,1.0,2,926.2028095399683,1413.9446010225122,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S0b_StressOracle,cross_regime,1.0,2,926.2028095399683,926.2028095399683,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S1_CapRR,routine,1.0,2,1439.5386200000003,1413.9446010225122,0.0,0.017779320833704395
A_corrected_base,City-C,T1,absolute,5x,900.0,S1_CapRR,cross_regime,1.0,2,1439.5386200000003,926.2028095399683,0.0,0.3565974565239743
A_corrected_base,City-C,T1,absolute,5x,900.0,S2_Platform,routine,1.0,2,904.515,1413.9446010225122,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S2_Platform,cross_regime,1.0,2,904.515,926.2028095399683,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S3_Lin4,routine,1.0,2,1219.764910205824,1413.9446010225122,0.0,0.0
A_corrected_base,City-C,T1,absolute,5x,900.0,S3_Lin4,cross_regime,1.0,2,1219.764910205824,926.2028095399683,0.0,0.24067104915841517
A_corrected_base,City-C,T1,absolute,5x,900.0,S4_GlobalCalib,routine,1.0,2,1433.2526272478758,1413.9446010225122,0.0,0.013471474503722899
A_corrected_base,City-C,T1,absolute,5x,900.0,S4_GlobalCalib,cross_regime,1.0,2,1433.2526272478758,926.2028095399683,0.0,0.3537756066643617
A_corrected_base,City-C,T1,absolute,5x,900.0,S5_CityCalib,routine,1.0,2,1436.6677751066231,1413.9446010225122,0.0,0.015816582287038864
A_corrected_base,City-C,T1,absolute,5x,900.0,S5_CityCalib,cross_regime,1.0,2,1436.6677751066231,926.2028095399683,0.0,0.3553117668618762
A_corrected_base,City-C,T1,absolute,5x,900.0,S6_Q10,routine,1.0,2,1417.1653540268403,1413.9446010225122,0.0,0.002272672694951529
A_corrected_base,City-C,T1,absolute,5x,900.0,S6_Q10,cross_regime,1.0,2,1417.1653540268403,926.2028095399683,0.0,0.34643984422270424
A_corrected_base,City-C,T1,absolute,10x,1800.0,S0a_RoutineOracle,routine,1.0,3,2042.279499224374,2042.279499224374,0.0,0.0
A_corrected_base,City-C,T1,absolute,10x,1800.0,S0a_RoutineOracle,cross_regime,0.0,3,2042.279499224374,1339.8440509867235,460.15594901327654,0.34394677540680624
A_corrected_base,City-C,T1,absolute,10x,1800.0,S0b_StressOracle,routine,1.0,5,2090.1919155311302,3188.6324312652014,0.0,0.0
A_corrected_base,City-C,T1,absolute,10x,1800.0,S0b_StressOracle,cross_regime,1.0,5,2090.1919155311302,2090.1919155311302,0.0,0.0
A_corrected_base,City-C,T1,absolute,10x,1800.0,S1_CapRR,routine,1.0,3,2081.0861320000004,2042.279499224374,0.0,0.018647297763851725
A_corrected_base,City-C,T1,absolute,10x,1800.0,S1_CapRR,cross_regime,0.0,3,2081.0861320000004,1339.8440509867235,460.15594901327654,0.3561803952347306
A_corrected_base,City-C,T1,absolute,10x,1800.0,S2_Platform,routine,1.0,5,2117.87,3100.747390778287,0.0,0.0
A_corrected_base,City-C,T1,absolute,10x,1800.0,S2_Platform,cross_regime,1.0,5,2117.87,2028.780696803034,0.0,0.04206552016741624
A_corrected_base,City-C,T1,absolute,10x,1800.0,S3_Lin4,routine,1.0,3,1804.8910548140784,2042.279499224374,0.0,0.0
A_corrected_base,City-C,T1,absolute,10x,1800.0,S3_Lin4,cross_regime,0.0,3,1804.8910548140784,1339.8440509867235,460.15594901327654,0.2576593210914104
A_corrected_base,City-C,T1,absolute,10x,1800.0,S4_GlobalCalib,routine,1.0,3,2072.0302909642896,2042.279499224374,0.0,0.014358280315520952
A_corrected_base,City-C,T1,absolute,10x,1800.0,S4_GlobalCalib,cross_regime,0.0,3,2072.0302909642896,1339.8440509867235,460.15594901327654,0.35336657150741674
A_corrected_base,City-C,T1,absolute,10x,1800.0,S5_CityCalib,routine,1.0,3,2076.9639750020306,2042.279499224374,0.0,0.016699603938784127
A_corrected_base,City-C,T1,absolute,10x,1800.0,S5_CityCalib,cross_regime,0.0,3,2076.9639750020306,1339.8440509867235,460.15594901327654,0.35490260442027477
A_corrected_base,City-C,T1,absolute,10x,1800.0,S6_Q10,routine,1.0,3,2048.741953874171,2042.279499224374,0.0,0.0031543526687568477
A_corrected_base,City-C,T1,absolute,10x,1800.0,S6_Q10,cross_regime,0.0,3,2048.741953874171,1339.8440509867235,460.15594901327654,0.34601619864664834
A_corrected_base,City-C,T2,absolute,1x,260.0,S0a_RoutineOracle,routine,1.0,1,719.4221516306156,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S0a_RoutineOracle,cross_regime,1.0,1,719.4221516306156,482.4152383698381,0.0,0.3294406666844862
A_corrected_base,City-C,T2,absolute,1x,260.0,S0b_StressOracle,routine,1.0,1,482.4152383698381,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S0b_StressOracle,cross_regime,1.0,1,482.4152383698381,482.4152383698381,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S1_CapRR,routine,1.0,1,737.04618,719.4221516306156,0.0,0.023911701664859595
A_corrected_base,City-C,T2,absolute,1x,260.0,S1_CapRR,cross_regime,1.0,1,737.04618,482.4152383698381,0.0,0.3454748814113139
A_corrected_base,City-C,T2,absolute,1x,260.0,S2_Platform,routine,1.0,1,467.288,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S2_Platform,cross_regime,1.0,1,467.288,482.4152383698381,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S3_Lin4,routine,1.0,1,626.8369790629112,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,1x,260.0,S3_Lin4,cross_regime,1.0,1,626.8369790629112,482.4152383698381,0.0,0.23039760817713095
A_corrected_base,City-C,T2,absolute,1x,260.0,S4_GlobalCalib,routine,1.0,1,733.6788229602013,719.4221516306156,0.0,0.019431760715218283
A_corrected_base,City-C,T2,absolute,1x,260.0,S4_GlobalCalib,cross_regime,1.0,1,733.6788229602013,482.4152383698381,0.0,0.3424708151948296
A_corrected_base,City-C,T2,absolute,1x,260.0,S5_CityCalib,routine,1.0,1,731.6958965309408,719.4221516306156,0.0,0.016774379846212693
A_corrected_base,City-C,T2,absolute,1x,260.0,S5_CityCalib,cross_regime,1.0,1,731.6958965309408,482.4152383698381,0.0,0.3406888836509438
A_corrected_base,City-C,T2,absolute,1x,260.0,S6_Q10,routine,1.0,1,724.8440890898318,719.4221516306156,0.0,0.007480143027756905
A_corrected_base,City-C,T2,absolute,1x,260.0,S6_Q10,cross_regime,1.0,1,724.8440890898318,482.4152383698381,0.0,0.3344565464062836
A_corrected_base,City-C,T2,absolute,2x,520.0,S0a_RoutineOracle,routine,1.0,1,719.4221516306156,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S0a_RoutineOracle,cross_regime,0.0,1,719.4221516306156,482.4152383698381,37.58476163016189,0.3294406666844862
A_corrected_base,City-C,T2,absolute,2x,520.0,S0b_StressOracle,routine,1.0,2,942.0306148521482,1424.4263887183874,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S0b_StressOracle,cross_regime,1.0,2,942.0306148521482,942.0306148521482,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S1_CapRR,routine,1.0,1,737.04618,719.4221516306156,0.0,0.023911701664859595
A_corrected_base,City-C,T2,absolute,2x,520.0,S1_CapRR,cross_regime,0.0,1,737.04618,482.4152383698381,37.58476163016189,0.3454748814113139
A_corrected_base,City-C,T2,absolute,2x,520.0,S2_Platform,routine,1.0,2,902.057,1424.4263887183874,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S2_Platform,cross_regime,1.0,2,902.057,942.0306148521482,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S3_Lin4,routine,1.0,1,626.8369790629112,719.4221516306156,0.0,0.0
A_corrected_base,City-C,T2,absolute,2x,520.0,S3_Lin4,cross_regime,0.0,1,626.8369790629112,482.4152383698381,37.58476163016189,0.23039760817713095
A_corrected_base,City-C,T2,absolute,2x,520.0,S4_GlobalCalib,routine,1.0,1,733.6788229602013,719.4221516306156,0.0,0.019431760715218283
A_corrected_base,City-C,T2,absolute,2x,520.0,S4_GlobalCalib,cross_regime,0.0,1,733.6788229602013,482.4152383698381,37.58476163016189,0.3424708151948296
A_corrected_base,City-C,T2,absolute,2x,520.0,S5_CityCalib,routine,1.0,1,731.6958965309408,719.4221516306156,0.0,0.016774379846212693
A_corrected_base,City-C,T2,absolute,2x,520.0,S5_CityCalib,cross_regime,0.0,1,731.6958965309408,482.4152383698381,37.58476163016189,0.3406888836509438
A_corrected_base,City-C,T2,absolute,2x,520.0,S6_Q10,routine,1.0,1,724.8440890898318,719.4221516306156,0.0,0.007480143027756905
A_corrected_base,City-C,T2,absolute,2x,520.0,S6_Q10,cross_regime,0.0,1,724.8440890898318,482.4152383698381,37.58476163016189,0.3344565464062836
A_corrected_base,City-C,T2,absolute,5x,1300.0,S0a_RoutineOracle,routine,1.0,2,1424.4263887183874,1424.4263887183874,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S0a_RoutineOracle,cross_regime,0.0,2,1424.4263887183874,942.0306148521482,357.96938514785177,0.3386596721928675
A_corrected_base,City-C,T2,absolute,5x,1300.0,S0b_StressOracle,routine,1.0,3,1362.8372961478099,2067.4079224558373,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S0b_StressOracle,cross_regime,1.0,3,1362.8372961478099,1362.8372961478099,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S1_CapRR,routine,1.0,2,1439.5386200000003,1424.4263887183874,0.0,0.010497968634987243
A_corrected_base,City-C,T2,absolute,5x,1300.0,S1_CapRR,cross_regime,0.0,2,1439.5386200000003,942.0306148521482,357.96938514785177,0.345602402211239
A_corrected_base,City-C,T2,absolute,5x,1300.0,S2_Platform,routine,1.0,3,1301.083,2067.4079224558373,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S2_Platform,cross_regime,1.0,3,1301.083,1362.8372961478099,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S3_Lin4,routine,1.0,3,1816.6378047396352,2067.4079224558373,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S3_Lin4,cross_regime,1.0,3,1816.6378047396352,1362.8372961478099,0.0,0.24980241378212706
A_corrected_base,City-C,T2,absolute,5x,1300.0,S4_GlobalCalib,routine,1.0,2,1432.9784915357423,1424.4263887183874,0.0,0.005968060838226123
A_corrected_base,City-C,T2,absolute,5x,1300.0,S4_GlobalCalib,cross_regime,0.0,2,1432.9784915357423,942.0306148521482,357.96938514785177,0.3426065915039929
A_corrected_base,City-C,T2,absolute,5x,1300.0,S5_CityCalib,routine,1.0,2,1429.1082770274325,1424.4263887183874,0.0,0.0032760906813746877
A_corrected_base,City-C,T2,absolute,5x,1300.0,S5_CityCalib,cross_regime,0.0,2,1429.1082770274325,942.0306148521482,357.96938514785177,0.34082628307801377
A_corrected_base,City-C,T2,absolute,5x,1300.0,S6_Q10,routine,1.0,2,1415.7064890066094,1424.4263887183874,0.0,0.0
A_corrected_base,City-C,T2,absolute,5x,1300.0,S6_Q10,cross_regime,0.0,2,1415.7064890066094,942.0306148521482,357.96938514785177,0.3345862139028804
A_corrected_base,City-C,T2,absolute,10x,2600.0,S0a_RoutineOracle,routine,1.0,4,2655.2650182735224,2655.2650182735224,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S0a_RoutineOracle,cross_regime,0.0,4,2655.2650182735224,1745.5330725468302,854.4669274531698,0.34261436785628585
A_corrected_base,City-C,T2,absolute,10x,2600.0,S0b_StressOracle,routine,1.0,7,2864.584046809128,4366.337099661296,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S0b_StressOracle,cross_regime,1.0,7,2864.584046809128,2864.584046809128,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S1_CapRR,routine,1.0,4,2666.6496520000005,2655.2650182735224,0.0,0.004269264887473907
A_corrected_base,City-C,T2,absolute,10x,2600.0,S1_CapRR,cross_regime,0.0,4,2666.6496520000005,1745.5330725468302,854.4669274531698,0.34542092125312684
A_corrected_base,City-C,T2,absolute,10x,2600.0,S2_Platform,routine,1.0,7,2815.8059999999996,4324.077238814675,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S2_Platform,cross_regime,1.0,7,2815.8059999999996,2838.455805157347,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S3_Lin4,routine,1.0,5,2953.7809351399796,3142.889661096172,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S3_Lin4,cross_regime,0.0,5,2953.7809351399796,2067.2914790109758,532.7085209890242,0.30012024439009155
A_corrected_base,City-C,T2,absolute,10x,2600.0,S4_GlobalCalib,routine,1.0,4,2654.6027029439783,2655.2650182735224,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S4_GlobalCalib,cross_regime,0.0,4,2654.6027029439783,1745.5330725468302,854.4669274531698,0.3424503521332897
A_corrected_base,City-C,T2,absolute,10x,2600.0,S5_CityCalib,routine,1.0,4,2647.4502341324082,2655.2650182735224,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S5_CityCalib,cross_regime,0.0,4,2647.4502341324082,1745.5330725468302,854.4669274531698,0.340673886880878
A_corrected_base,City-C,T2,absolute,10x,2600.0,S6_Q10,routine,1.0,4,2622.5022127184175,2655.2650182735224,0.0,0.0
A_corrected_base,City-C,T2,absolute,10x,2600.0,S6_Q10,cross_regime,0.0,4,2622.5022127184175,1745.5330725468302,854.4669274531698,0.3344016778779164
A_corrected_base,City-C,T3,absolute,1x,200.0,S0a_RoutineOracle,routine,1.0,1,650.5619736620318,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S0a_RoutineOracle,cross_regime,1.0,1,650.5619736620318,423.97052293759367,0.0,0.34830109950778165
A_corrected_base,City-C,T3,absolute,1x,200.0,S0b_StressOracle,routine,1.0,1,423.97052293759367,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S0b_StressOracle,cross_regime,1.0,1,423.97052293759367,423.97052293759367,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S1_CapRR,routine,1.0,1,648.6224445,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S1_CapRR,cross_regime,1.0,1,648.6224445,423.97052293759367,0.0,0.34635237104010874
A_corrected_base,City-C,T3,absolute,1x,200.0,S2_Platform,routine,1.0,1,456.757,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S2_Platform,cross_regime,1.0,1,456.757,423.97052293759367,0.0,0.07178100622958451
A_corrected_base,City-C,T3,absolute,1x,200.0,S3_Lin4,routine,1.0,1,605.858262264305,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S3_Lin4,cross_regime,1.0,1,605.858262264305,423.97052293759367,0.0,0.30021500185032224
A_corrected_base,City-C,T3,absolute,1x,200.0,S4_GlobalCalib,routine,1.0,1,643.836826609297,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S4_GlobalCalib,cross_regime,1.0,1,643.836826609297,423.97052293759367,0.0,0.341493829779212
A_corrected_base,City-C,T3,absolute,1x,200.0,S5_CityCalib,routine,1.0,1,644.5129670957144,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S5_CityCalib,cross_regime,1.0,1,644.5129670957144,423.97052293759367,0.0,0.3421846501427624
A_corrected_base,City-C,T3,absolute,1x,200.0,S6_Q10,routine,1.0,1,636.8500214926747,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,1x,200.0,S6_Q10,cross_regime,1.0,1,636.8500214926747,423.97052293759367,0.0,0.33426943765523554
A_corrected_base,City-C,T3,absolute,2x,400.0,S0a_RoutineOracle,routine,1.0,1,650.5619736620318,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S0a_RoutineOracle,cross_regime,1.0,1,650.5619736620318,423.97052293759367,0.0,0.34830109950778165
A_corrected_base,City-C,T3,absolute,2x,400.0,S0b_StressOracle,routine,1.0,1,423.97052293759367,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S0b_StressOracle,cross_regime,1.0,1,423.97052293759367,423.97052293759367,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S1_CapRR,routine,1.0,1,648.6224445,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S1_CapRR,cross_regime,1.0,1,648.6224445,423.97052293759367,0.0,0.34635237104010874
A_corrected_base,City-C,T3,absolute,2x,400.0,S2_Platform,routine,1.0,1,456.757,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S2_Platform,cross_regime,1.0,1,456.757,423.97052293759367,0.0,0.07178100622958451
A_corrected_base,City-C,T3,absolute,2x,400.0,S3_Lin4,routine,1.0,1,605.858262264305,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S3_Lin4,cross_regime,1.0,1,605.858262264305,423.97052293759367,0.0,0.30021500185032224
A_corrected_base,City-C,T3,absolute,2x,400.0,S4_GlobalCalib,routine,1.0,1,643.836826609297,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S4_GlobalCalib,cross_regime,1.0,1,643.836826609297,423.97052293759367,0.0,0.341493829779212
A_corrected_base,City-C,T3,absolute,2x,400.0,S5_CityCalib,routine,1.0,1,644.5129670957144,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S5_CityCalib,cross_regime,1.0,1,644.5129670957144,423.97052293759367,0.0,0.3421846501427624
A_corrected_base,City-C,T3,absolute,2x,400.0,S6_Q10,routine,1.0,1,636.8500214926747,650.5619736620318,0.0,0.0
A_corrected_base,City-C,T3,absolute,2x,400.0,S6_Q10,cross_regime,1.0,1,636.8500214926747,423.97052293759367,0.0,0.33426943765523554
A_corrected_base,City-C,T3,absolute,5x,1000.0,S0a_RoutineOracle,routine,1.0,2,1270.958492480515,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S0a_RoutineOracle,cross_regime,0.0,2,1270.958492480515,829.2404496160192,170.7595503839808,0.3475471822863387
A_corrected_base,City-C,T3,absolute,5x,1000.0,S0b_StressOracle,routine,1.0,3,1198.647287192556,1837.6229521649814,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S0b_StressOracle,cross_regime,1.0,3,1198.647287192556,1198.647287192556,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S1_CapRR,routine,1.0,2,1266.8365755,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S1_CapRR,cross_regime,0.0,2,1266.8365755,829.2404496160192,170.7595503839808,0.3454242909834433
A_corrected_base,City-C,T3,absolute,5x,1000.0,S2_Platform,routine,1.0,3,1285.738,1617.5968841652268,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S2_Platform,cross_regime,1.0,3,1285.738,1061.2070092670472,0.0,0.1746319940244069
A_corrected_base,City-C,T3,absolute,5x,1000.0,S3_Lin4,routine,1.0,2,1184.88265734108,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S3_Lin4,cross_regime,0.0,2,1184.88265734108,829.2404496160192,170.7595503839808,0.3001497283478981
A_corrected_base,City-C,T3,absolute,5x,1000.0,S4_GlobalCalib,routine,1.0,2,1257.5090743253204,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S4_GlobalCalib,cross_regime,0.0,2,1257.5090743253204,829.2404496160192,170.7595503839808,0.34056901334018297
A_corrected_base,City-C,T3,absolute,5x,1000.0,S5_CityCalib,routine,1.0,2,1258.8227747551978,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S5_CityCalib,cross_regime,0.0,2,1258.8227747551978,829.2404496160192,170.7595503839808,0.3412571918415752
A_corrected_base,City-C,T3,absolute,5x,1000.0,S6_Q10,routine,1.0,2,1243.843636889259,1270.958492480515,0.0,0.0
A_corrected_base,City-C,T3,absolute,5x,1000.0,S6_Q10,cross_regime,0.0,2,1243.843636889259,829.2404496160192,170.7595503839808,0.3333242016738736
A_corrected_base,City-C,T3,absolute,10x,2000.0,S0a_RoutineOracle,routine,1.0,4,2355.132656627757,2355.132656627757,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S0a_RoutineOracle,cross_regime,0.0,4,2355.132656627757,1537.4041364943457,462.5958635056543,0.3472112357799378
A_corrected_base,City-C,T3,absolute,10x,2000.0,S0b_StressOracle,routine,1.0,6,2198.5186033311948,3356.7389531365934,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S0b_StressOracle,cross_regime,1.0,6,2198.5186033311948,2198.5186033311948,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S1_CapRR,routine,1.0,4,2346.7158121,2355.132656627757,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S1_CapRR,cross_regime,0.0,4,2346.7158121,1537.4041364943457,462.5958635056543,0.34486991199902794
A_corrected_base,City-C,T3,absolute,10x,2000.0,S2_Platform,routine,1.0,5,2048.125,2641.077428195802,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S2_Platform,cross_regime,0.0,5,2048.125,1730.8082091304311,269.1917908695689,0.1549303830916418
A_corrected_base,City-C,T3,absolute,10x,2000.0,S3_Lin4,routine,1.0,4,2318.6577144922985,2295.5788072708892,0.0,0.009953563683487763
A_corrected_base,City-C,T3,absolute,10x,2000.0,S3_Lin4,cross_regime,0.0,4,2318.6577144922985,1501.7691249278278,498.23087507217224,0.3523109877144327
A_corrected_base,City-C,T3,absolute,10x,2000.0,S4_GlobalCalib,routine,1.0,4,2329.5593464409912,2355.132656627757,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S4_GlobalCalib,cross_regime,0.0,4,2329.5593464409912,1537.4041364943457,462.5958635056543,0.34004508670571926
A_corrected_base,City-C,T3,absolute,10x,2000.0,S5_CityCalib,routine,1.0,4,2331.9495452064994,2355.132656627757,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S5_CityCalib,cross_regime,0.0,4,2331.9495452064994,1537.4041364943457,462.5958635056543,0.3407215264778788
A_corrected_base,City-C,T3,absolute,10x,2000.0,S6_Q10,routine,1.0,4,2304.1231891461084,2355.132656627757,0.0,0.0
A_corrected_base,City-C,T3,absolute,10x,2000.0,S6_Q10,cross_regime,0.0,4,2304.1231891461084,1537.4041364943457,462.5958635056543,0.33275957477599244
