city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T3,5x,1000.0,S0a_RoutineOracle,routine,M_routine,800,True,4,1241.0,1241.0,0.0,0.0,1.0
City-A,T3,5x,1000.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,4,1241.0,964.0,36.0,0.2232,0.0
City-A,T3,5x,1000.0,S0b_StressOracle,routine,M_routine,800,True,5,1177.8,1508.7,0.0,0.0,1.0
City-A,T3,5x,1000.0,S0b_StressOracle,cross_regime,M_stress,800,True,5,1177.8,1177.8,0.0,0.0,1.0
City-A,T3,5x,1000.0,S1_CapRR,routine,M_routine,800,True,2,1138.1,374.6,625.4,0.6709,0.0
City-A,T3,5x,1000.0,S1_CapRR,cross_regime,M_stress,800,True,2,1138.1,236.9,763.1,0.7919,0.0
City-A,T3,5x,1000.0,S2_Platform,routine,M_routine,800,True,3,1264.8,770.6,229.4,0.3907,0.0
City-A,T3,5x,1000.0,S2_Platform,cross_regime,M_stress,800,True,3,1264.8,565.9,434.1,0.5526,0.0
City-A,T3,5x,1000.0,S3_Lin4,routine,M_routine,800,True,5,1170.6,1311.2,0.0,0.0,1.0
City-A,T3,5x,1000.0,S3_Lin4,cross_regime,M_stress,800,True,5,1170.6,967.4,32.6,0.1735,0.0
City-A,T3,5x,1000.0,S4_GlobalCalib,routine,M_routine,800,True,4,1208.6,1095.7,0.0,0.0934,1.0
City-A,T3,5x,1000.0,S4_GlobalCalib,cross_regime,M_stress,800,True,4,1208.6,822.0,178.0,0.3199,0.0
City-A,T3,5x,1000.0,S5_CityCalib,routine,M_routine,800,True,4,1147.0,1095.7,0.0,0.0447,1.0
City-A,T3,5x,1000.0,S5_CityCalib,cross_regime,M_stress,800,True,4,1147.0,822.0,178.0,0.2833,0.0
City-A,T3,5x,1000.0,S6_Q10,routine,M_routine,800,True,9,1040.3,1972.8,0.0,0.0,1.0
City-A,T3,5x,1000.0,S6_Q10,cross_regime,M_stress,800,True,9,1040.3,1409.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S0a_RoutineOracle,routine,M_routine,800,True,7,2034.5,2034.5,0.0,0.0,1.0
City-A,T3,10x,2000.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,7,2034.5,1584.3,415.7,0.2213,0.0
City-A,T3,10x,2000.0,S0b_StressOracle,routine,M_routine,800,True,10,2178.3,2764.9,0.0,0.0,1.0
City-A,T3,10x,2000.0,S0b_StressOracle,cross_regime,M_stress,800,True,10,2178.3,2178.3,0.0,0.0,1.0
City-A,T3,10x,2000.0,S1_CapRR,routine,M_routine,800,True,4,2175.3,1001.7,998.3,0.5395,0.0
City-A,T3,10x,2000.0,S1_CapRR,cross_regime,M_stress,800,True,4,2175.3,732.4,1267.6,0.6633,0.0
City-A,T3,10x,2000.0,S2_Platform,routine,M_routine,800,True,6,2357.9,1431.3,568.7,0.393,0.0
City-A,T3,10x,2000.0,S2_Platform,cross_regime,M_stress,800,True,6,2357.9,1035.5,964.5,0.5608,0.0
City-A,T3,10x,2000.0,S3_Lin4,routine,M_routine,800,True,10,2166.6,2338.4,0.0,0.0,1.0
