regime,p_req_level,strategy,tsr_pct_pooled,tsr_mean_across_seeds_pct,tsr_std_across_seeds_pct,tsr_min_across_seeds_pct,tsr_max_across_seeds_pct,n_success_cells,n_total_cells,n_seeds,wilson95_low_pct,wilson95_high_pct,mean_ocr,mean_shortfall_kw,mean_n_selected
cross_regime,5x,S1_CapRR,1.5555555555555556,1.5555555555555556,3.360046219958206,0.0,13.333333333333334,7,450,30,0.755509483278861,3.1757000776667406,0.5640371111111112,356.7451111111111,1.9333333333333333
cross_regime,5x,S2_Platform,9.555555555555555,9.555555555555555,5.159029084851115,0.0,20.0,43,450,30,7.171637401617567,12.624143057520504,0.349654,226.46955555555556,2.533333333333333
cross_regime,5x,S3_Lin4,17.11111111111111,17.11111111111111,9.538521750789988,0.0,33.33333333333333,77,450,30,13.913487162467158,20.8654991449638,0.3129415555555556,164.80488888888888,2.7244444444444444
cross_regime,5x,S4_GlobalCalib,14.444444444444443,14.444444444444445,7.021223072620928,0.0,26.666666666666668,65,450,30,11.497198626602975,17.99359738143049,0.3437395555555556,174.89511111111108,2.597777777777778
cross_regime,5x,S5_CityCalib,14.222222222222221,14.222222222222223,7.161697466401064,0.0,26.666666666666668,64,450,30,11.297401281635874,17.752712201447803,0.3435675555555555,176.56155555555554,2.591111111111111
cross_regime,5x,S6_Q10,75.1111111111111,75.1111111111111,8.564979633221371,60.0,86.66666666666667,338,450,30,70.91501571995782,78.88210959936855,0.07719444444444444,25.34155555555556,3.56
cross_regime,10x,S0a_RoutineOracle,0.0,0.0,0.0,0.0,0.0,0,450,30,8.673617379884035e-17,0.8464318862970662,0.44772333333333336,726.1531111111111,4.38
cross_regime,10x,S0b_StressOracle,100.0,100.0,0.0,100.0,100.0,450,450,30,99.15356811370295,100.0,0.0,0.0,6.8244444444444445
cross_regime,10x,S1_CapRR,0.0,0.0,0.0,0.0,0.0,0,450,30,8.673617379884035e-17,0.8464318862970662,0.5634333333333333,921.9540000000001,3.2666666666666666
cross_regime,10x,S2_Platform,3.3333333333333335,3.333333333333334,3.8156764764822597,0.0,13.333333333333334,15,450,30,2.030271908616381,5.426397851927549,0.3486762222222222,533.3055555555555,5.0
cross_regime,10x,S3_Lin4,3.7777777777777777,3.777777777777778,3.7888051810395695,0.0,13.333333333333334,17,450,30,2.371824983232889,5.966209827210622,0.3146617777777778,465.1586666666667,5.137777777777778
cross_regime,10x,S4_GlobalCalib,0.4444444444444444,0.4444444444444445,1.691387544683083,0.0,6.666666666666667,2,450,30,0.12196743140761779,1.6058295047890303,0.34200088888888885,475.9222222222222,4.993333333333333
cross_regime,10x,S5_CityCalib,0.4444444444444444,0.4444444444444445,1.691387544683083,0.0,6.666666666666667,2,450,30,0.12196743140761779,1.6058295047890303,0.34184888888888887,483.93622222222217,4.96
cross_regime,10x,S6_Q10,54.666666666666664,54.666666666666664,13.264188528440314,26.666666666666668,80.0,246,450,30,50.04698929221269,59.207343731732905,0.06262777777777778,62.74355555555555,7.046666666666667
