city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success,seed_id,master_seed
City-A,T1,1x,180.0,S0a_RoutineOracle,routine,M_routine,800,True,1,521.4,521.4,0.0,0.0,1.0,12,12000002048
City-A,T1,1x,180.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,521.4,292.2,0.0,0.4396,1.0,12,12000002048
City-A,T1,1x,180.0,S0b_StressOracle,routine,M_routine,800,True,1,333.8,439.6,0.0,0.0,1.0,12,12000002048
City-A,T1,1x,180.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,333.8,333.8,0.0,0.0,1.0,12,12000002048
City-A,T1,1x,180.0,S1_CapRR,routine,M_routine,800,True,1,678.2,439.6,0.0,0.3517,1.0,12,12000002048
City-A,T1,1x,180.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,333.8,0.0,0.5077,1.0,12,12000002048
City-A,T1,1x,180.0,S2_Platform,routine,M_routine,800,True,1,421.1,439.6,0.0,0.0,1.0,12,12000002048
City-A,T1,1x,180.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,333.8,0.0,0.2072,1.0,12,12000002048
City-A,T1,1x,180.0,S3_Lin4,routine,M_routine,800,True,1,490.3,439.6,0.0,0.1034,1.0,12,12000002048
City-A,T1,1x,180.0,S3_Lin4,cross_regime,M_stress,800,True,1,490.3,333.8,0.0,0.3192,1.0,12,12000002048
City-A,T1,1x,180.0,S4_GlobalCalib,routine,M_routine,800,True,1,454.7,439.6,0.0,0.0332,1.0,12,12000002048
City-A,T1,1x,180.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,454.7,333.8,0.0,0.2659,1.0,12,12000002048
City-A,T1,1x,180.0,S5_CityCalib,routine,M_routine,800,True,1,454.7,439.6,0.0,0.0332,1.0,12,12000002048
City-A,T1,1x,180.0,S5_CityCalib,cross_regime,M_stress,800,True,1,454.7,333.8,0.0,0.2659,1.0,12,12000002048
City-A,T1,1x,180.0,S6_Q10,routine,M_routine,800,True,1,314.5,439.6,0.0,0.0,1.0,12,12000002048
City-A,T1,1x,180.0,S6_Q10,cross_regime,M_stress,800,True,1,314.5,333.8,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S0a_RoutineOracle,routine,M_routine,800,True,1,521.4,521.4,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,521.4,292.2,67.8,0.4396,0.0,12,12000002048
City-A,T1,2x,360.0,S0b_StressOracle,routine,M_routine,800,True,2,648.0,792.0,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S0b_StressOracle,cross_regime,M_stress,800,True,2,648.0,648.0,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S1_CapRR,routine,M_routine,800,True,1,678.2,439.6,0.0,0.3517,1.0,12,12000002048
City-A,T1,2x,360.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,333.8,26.2,0.5077,0.0,12,12000002048
City-A,T1,2x,360.0,S2_Platform,routine,M_routine,800,True,1,421.1,439.6,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,333.8,26.2,0.2072,0.0,12,12000002048
City-A,T1,2x,360.0,S3_Lin4,routine,M_routine,800,True,1,490.3,439.6,0.0,0.1034,1.0,12,12000002048
City-A,T1,2x,360.0,S3_Lin4,cross_regime,M_stress,800,True,1,490.3,333.8,26.2,0.3192,0.0,12,12000002048
City-A,T1,2x,360.0,S4_GlobalCalib,routine,M_routine,800,True,1,454.7,439.6,0.0,0.0332,1.0,12,12000002048
City-A,T1,2x,360.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,454.7,333.8,26.2,0.2659,0.0,12,12000002048
City-A,T1,2x,360.0,S5_CityCalib,routine,M_routine,800,True,1,454.7,439.6,0.0,0.0332,1.0,12,12000002048
City-A,T1,2x,360.0,S5_CityCalib,cross_regime,M_stress,800,True,1,454.7,333.8,26.2,0.2659,0.0,12,12000002048
City-A,T1,2x,360.0,S6_Q10,routine,M_routine,800,True,2,599.8,792.0,0.0,0.0,1.0,12,12000002048
City-A,T1,2x,360.0,S6_Q10,cross_regime,M_stress,800,True,2,599.8,648.0,0.0,0.0,1.0,12,12000002048
City-A,T1,5x,900.0,S0a_RoutineOracle,routine,M_routine,800,True,2,1038.5,1038.5,0.0,0.0,1.0,12,12000002048
City-A,T1,5x,900.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,2,1038.5,525.7,374.3,0.4938,0.0,12,12000002048
