city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success,seed_id,master_seed
City-A,T1,1x,180.0,S0a_RoutineOracle,routine,M_routine,800,True,1,538.8,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,538.8,303.1,0.0,0.4375,1.0,19,19000002048
City-A,T1,1x,180.0,S0b_StressOracle,routine,M_routine,800,True,1,306.2,416.0,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,306.2,306.2,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S1_CapRR,routine,M_routine,800,True,1,678.2,538.8,0.0,0.2055,1.0,19,19000002048
City-A,T1,1x,180.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,303.1,0.0,0.5531,1.0,19,19000002048
City-A,T1,1x,180.0,S2_Platform,routine,M_routine,800,True,1,421.1,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,303.1,0.0,0.2802,1.0,19,19000002048
City-A,T1,1x,180.0,S3_Lin4,routine,M_routine,800,True,1,491.3,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S3_Lin4,cross_regime,M_stress,800,True,1,491.3,303.1,0.0,0.383,1.0,19,19000002048
City-A,T1,1x,180.0,S4_GlobalCalib,routine,M_routine,800,True,1,452.7,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,452.7,303.1,0.0,0.3305,1.0,19,19000002048
City-A,T1,1x,180.0,S5_CityCalib,routine,M_routine,800,True,1,451.4,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S5_CityCalib,cross_regime,M_stress,800,True,1,451.4,303.1,0.0,0.3286,1.0,19,19000002048
City-A,T1,1x,180.0,S6_Q10,routine,M_routine,800,True,1,314.2,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,1x,180.0,S6_Q10,cross_regime,M_stress,800,True,1,314.2,303.1,0.0,0.0353,1.0,19,19000002048
City-A,T1,2x,360.0,S0a_RoutineOracle,routine,M_routine,800,True,1,538.8,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,538.8,303.1,56.9,0.4375,0.0,19,19000002048
City-A,T1,2x,360.0,S0b_StressOracle,routine,M_routine,800,True,2,609.3,954.7,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S0b_StressOracle,cross_regime,M_stress,800,True,2,609.3,609.3,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S1_CapRR,routine,M_routine,800,True,1,678.2,538.8,0.0,0.2055,1.0,19,19000002048
City-A,T1,2x,360.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,303.1,56.9,0.5531,0.0,19,19000002048
City-A,T1,2x,360.0,S2_Platform,routine,M_routine,800,True,1,421.1,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,303.1,56.9,0.2802,0.0,19,19000002048
City-A,T1,2x,360.0,S3_Lin4,routine,M_routine,800,True,1,491.3,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S3_Lin4,cross_regime,M_stress,800,True,1,491.3,303.1,56.9,0.383,0.0,19,19000002048
City-A,T1,2x,360.0,S4_GlobalCalib,routine,M_routine,800,True,1,452.7,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,452.7,303.1,56.9,0.3305,0.0,19,19000002048
City-A,T1,2x,360.0,S5_CityCalib,routine,M_routine,800,True,1,451.4,538.8,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S5_CityCalib,cross_regime,M_stress,800,True,1,451.4,303.1,56.9,0.3286,0.0,19,19000002048
City-A,T1,2x,360.0,S6_Q10,routine,M_routine,800,True,2,599.2,954.7,0.0,0.0,1.0,19,19000002048
City-A,T1,2x,360.0,S6_Q10,cross_regime,M_stress,800,True,2,599.2,609.3,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S0a_RoutineOracle,routine,M_routine,800,True,2,1056.2,1056.2,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,2,1056.2,508.2,391.8,0.5189,0.0,19,19000002048
City-A,T1,5x,900.0,S0b_StressOracle,routine,M_routine,800,True,3,908.1,1253.5,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S0b_StressOracle,cross_regime,M_stress,800,True,3,908.1,908.1,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S1_CapRR,routine,M_routine,800,True,2,1293.4,954.7,0.0,0.2618,1.0,19,19000002048
City-A,T1,5x,900.0,S1_CapRR,cross_regime,M_stress,800,True,2,1293.4,609.3,290.7,0.5289,0.0,19,19000002048
City-A,T1,5x,900.0,S2_Platform,routine,M_routine,800,True,3,1202.1,1248.0,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S2_Platform,cross_regime,M_stress,800,True,3,1202.1,877.9,22.1,0.2697,0.0,19,19000002048
City-A,T1,5x,900.0,S3_Lin4,routine,M_routine,800,True,3,1258.2,1551.4,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S3_Lin4,cross_regime,M_stress,800,True,3,1258.2,671.4,228.6,0.4664,0.0,19,19000002048
City-A,T1,5x,900.0,S4_GlobalCalib,routine,M_routine,800,True,3,1261.4,1472.2,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S4_GlobalCalib,cross_regime,M_stress,800,True,3,1261.4,814.4,85.6,0.3544,0.0,19,19000002048
City-A,T1,5x,900.0,S5_CityCalib,routine,M_routine,800,True,3,1257.8,1472.2,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S5_CityCalib,cross_regime,M_stress,800,True,3,1257.8,814.4,85.6,0.3525,0.0,19,19000002048
City-A,T1,5x,900.0,S6_Q10,routine,M_routine,800,True,4,1145.2,1721.3,0.0,0.0,1.0,19,19000002048
City-A,T1,5x,900.0,S6_Q10,cross_regime,M_stress,800,True,4,1145.2,1071.1,0.0,0.0647,1.0,19,19000002048
City-A,T1,10x,1800.0,S0a_RoutineOracle,routine,M_routine,800,True,4,1996.5,1996.5,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,4,1996.5,948.7,851.3,0.5248,0.0,19,19000002048
City-A,T1,10x,1800.0,S0b_StressOracle,routine,M_routine,800,True,7,2018.2,2729.2,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S0b_StressOracle,cross_regime,M_stress,800,True,7,2018.2,2018.2,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S1_CapRR,routine,M_routine,800,True,3,1889.7,1472.2,327.8,0.2209,0.0,19,19000002048
City-A,T1,10x,1800.0,S1_CapRR,cross_regime,M_stress,800,True,3,1889.7,814.4,985.6,0.569,0.0,19,19000002048
City-A,T1,10x,1800.0,S2_Platform,routine,M_routine,800,True,5,1914.5,1991.8,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S2_Platform,cross_regime,M_stress,800,True,5,1914.5,1454.0,346.0,0.2405,0.0,19,19000002048
City-A,T1,10x,1800.0,S3_Lin4,routine,M_routine,800,True,5,1978.1,2216.5,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S3_Lin4,cross_regime,M_stress,800,True,5,1978.1,1234.4,565.6,0.376,0.0,19,19000002048
City-A,T1,10x,1800.0,S4_GlobalCalib,routine,M_routine,800,True,5,2027.5,2166.5,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S4_GlobalCalib,cross_regime,M_stress,800,True,5,2027.5,1348.5,451.5,0.3349,0.0,19,19000002048
City-A,T1,10x,1800.0,S5_CityCalib,routine,M_routine,800,True,5,2021.7,2166.5,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S5_CityCalib,cross_regime,M_stress,800,True,5,2021.7,1348.5,451.5,0.333,0.0,19,19000002048
City-A,T1,10x,1800.0,S6_Q10,routine,M_routine,800,True,7,1893.8,2954.9,0.0,0.0,1.0,19,19000002048
City-A,T1,10x,1800.0,S6_Q10,cross_regime,M_stress,800,True,7,1893.8,1780.3,19.7,0.06,0.0,19,19000002048
City-A,T2,1x,260.0,S0a_RoutineOracle,routine,M_routine,800,True,1,490.4,490.4,0.0,0.0,1.0,19,19000002048
City-A,T2,1x,260.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,490.4,391.4,0.0,0.2019,1.0,19,19000002048
City-A,T2,1x,260.0,S0b_StressOracle,routine,M_routine,800,True,1,391.4,490.4,0.0,0.0,1.0,19,19000002048
City-A,T2,1x,260.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,391.4,391.4,0.0,0.0,1.0,19,19000002048
City-A,T2,1x,260.0,S1_CapRR,routine,M_routine,800,True,1,678.2,490.4,0.0,0.2768,1.0,19,19000002048
City-A,T2,1x,260.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,391.4,0.0,0.4228,1.0,19,19000002048
