city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T2,2x,520.0,S3_Lin4,cross_regime,M_stress,800,True,1,727.1,437.7,82.3,0.398,0.0
City-A,T2,2x,520.0,S4_GlobalCalib,routine,M_routine,800,True,1,675.1,670.2,0.0,0.0072,1.0
City-A,T2,2x,520.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,675.1,437.7,82.3,0.3517,0.0
City-A,T2,2x,520.0,S5_CityCalib,routine,M_routine,800,True,1,677.7,670.2,0.0,0.0111,1.0
City-A,T2,2x,520.0,S5_CityCalib,cross_regime,M_stress,800,True,1,677.7,437.7,82.3,0.3542,0.0
City-A,T2,2x,520.0,S6_Q10,routine,M_routine,800,True,1,666.9,670.2,0.0,0.0,1.0
City-A,T2,2x,520.0,S6_Q10,cross_regime,M_stress,800,True,1,666.9,437.7,82.3,0.3437,0.0
City-A,T2,5x,1300.0,S0a_RoutineOracle,routine,M_routine,800,True,3,1867.2,1867.2,0.0,0.0,1.0
City-A,T2,5x,1300.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,3,1867.2,1219.4,80.6,0.3469,0.0
City-A,T2,5x,1300.0,S0b_StressOracle,routine,M_routine,800,True,4,1595.5,2439.0,0.0,0.0,1.0
City-A,T2,5x,1300.0,S0b_StressOracle,cross_regime,M_stress,800,True,4,1595.5,1595.5,0.0,0.0,1.0
City-A,T2,5x,1300.0,S1_CapRR,routine,M_routine,800,True,3,1889.7,1867.2,0.0,0.0119,1.0
City-A,T2,5x,1300.0,S1_CapRR,cross_regime,M_stress,800,True,3,1889.7,1219.4,80.6,0.3547,0.0
City-A,T2,5x,1300.0,S2_Platform,routine,M_routine,800,True,4,1596.5,2352.8,0.0,0.0,1.0
City-A,T2,5x,1300.0,S2_Platform,cross_regime,M_stress,800,True,4,1596.5,1539.4,0.0,0.0358,1.0
City-A,T2,5x,1300.0,S3_Lin4,routine,M_routine,800,True,3,1862.1,1771.0,0.0,0.0489,1.0
City-A,T2,5x,1300.0,S3_Lin4,cross_regime,M_stress,800,True,3,1862.1,1164.4,135.6,0.3747,0.0
City-A,T2,5x,1300.0,S4_GlobalCalib,routine,M_routine,800,True,3,1881.2,1867.2,0.0,0.0074,1.0
City-A,T2,5x,1300.0,S4_GlobalCalib,cross_regime,M_stress,800,True,3,1881.2,1219.4,80.6,0.3518,0.0
City-A,T2,5x,1300.0,S5_CityCalib,routine,M_routine,800,True,3,1888.5,1867.2,0.0,0.0113,1.0
City-A,T2,5x,1300.0,S5_CityCalib,cross_regime,M_stress,800,True,3,1888.5,1219.4,80.6,0.3543,0.0
City-A,T2,5x,1300.0,S6_Q10,routine,M_routine,800,True,3,1858.4,1867.2,0.0,0.0,1.0
City-A,T2,5x,1300.0,S6_Q10,cross_regime,M_stress,800,True,3,1858.4,1219.4,80.6,0.3438,0.0
City-A,T2,10x,2600.0,S0a_RoutineOracle,routine,M_routine,800,True,5,2997.4,2997.4,0.0,0.0,1.0
City-A,T2,10x,2600.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,5,2997.4,1962.3,637.7,0.3453,0.0
City-A,T2,10x,2600.0,S0b_StressOracle,routine,M_routine,800,True,7,2642.1,4025.3,0.0,0.0,1.0
City-A,T2,10x,2600.0,S0b_StressOracle,cross_regime,M_stress,800,True,7,2642.1,2642.1,0.0,0.0,1.0
City-A,T2,10x,2600.0,S1_CapRR,routine,M_routine,800,True,5,3037.3,2997.4,0.0,0.0132,1.0
City-A,T2,10x,2600.0,S1_CapRR,cross_regime,M_stress,800,True,5,3037.3,1962.3,637.7,0.3539,0.0
City-A,T2,10x,2600.0,S2_Platform,routine,M_routine,800,True,7,2630.1,3896.9,0.0,0.0,1.0
City-A,T2,10x,2600.0,S2_Platform,cross_regime,M_stress,800,True,7,2630.1,2549.0,51.0,0.0308,0.0
City-A,T2,10x,2600.0,S3_Lin4,routine,M_routine,800,True,5,2929.0,2951.1,0.0,0.0,1.0
City-A,T2,10x,2600.0,S3_Lin4,cross_regime,M_stress,800,True,5,2929.0,1937.5,662.5,0.3385,0.0
City-A,T2,10x,2600.0,S4_GlobalCalib,routine,M_routine,800,True,5,3023.8,2997.4,0.0,0.0087,1.0
City-A,T2,10x,2600.0,S4_GlobalCalib,cross_regime,M_stress,800,True,5,3023.8,1962.3,637.7,0.351,0.0
City-A,T2,10x,2600.0,S5_CityCalib,routine,M_routine,800,True,5,3035.5,2997.4,0.0,0.0125,1.0
City-A,T2,10x,2600.0,S5_CityCalib,cross_regime,M_stress,800,True,5,3035.5,1962.3,637.7,0.3535,0.0
City-A,T2,10x,2600.0,S6_Q10,routine,M_routine,800,True,5,2987.0,2997.4,0.0,0.0,1.0
City-A,T2,10x,2600.0,S6_Q10,cross_regime,M_stress,800,True,5,2987.0,1962.3,637.7,0.3431,0.0
City-A,T3,1x,200.0,S0a_RoutineOracle,routine,M_routine,800,True,1,599.9,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,599.9,392.3,0.0,0.346,1.0
City-A,T3,1x,200.0,S0b_StressOracle,routine,M_routine,800,True,1,392.3,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,392.3,392.3,0.0,0.0,1.0
City-A,T3,1x,200.0,S1_CapRR,routine,M_routine,800,True,1,596.8,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S1_CapRR,cross_regime,M_stress,800,True,1,596.8,392.3,0.0,0.3426,1.0
City-A,T3,1x,200.0,S2_Platform,routine,M_routine,800,True,1,470.7,599.9,0.0,0.0,1.0
City-A,T3,1x,200.0,S2_Platform,cross_regime,M_stress,800,True,1,470.7,392.3,0.0,0.1664,1.0
City-A,T3,1x,200.0,S3_Lin4,routine,M_routine,800,True,1,724.7,599.9,0.0,0.1722,1.0
City-A,T3,1x,200.0,S3_Lin4,cross_regime,M_stress,800,True,1,724.7,392.3,0.0,0.4586,1.0
City-A,T3,1x,200.0,S4_GlobalCalib,routine,M_routine,800,True,1,592.4,599.9,0.0,0.0,1.0
