city,task_id,p_req_level,p_req,strategy,regime,eval_outcome,pool_size,pool_feasible,n_selected,p_commit,p_deliv,shortfall,ocr,success,config_name,seed_id,xi_mean,xi_std,xi_dist,xi_persistence
City-A,T1,1x,180.0,S0a_RoutineOracle,routine,M_routine,800,True,1,509.9,509.9,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,509.9,253.7,0.0,0.5025,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S0b_StressOracle,routine,M_routine,800,True,1,286.1,369.9,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S0b_StressOracle,cross_regime,M_stress,800,True,1,286.1,286.1,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S1_CapRR,routine,M_routine,800,True,1,678.2,501.6,0.0,0.2603,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,224.2,0.0,0.6695,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S2_Platform,routine,M_routine,800,True,1,421.1,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,224.2,0.0,0.4676,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S3_Lin4,routine,M_routine,800,True,1,490.1,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S3_Lin4,cross_regime,M_stress,800,True,1,490.1,224.2,0.0,0.5426,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S4_GlobalCalib,routine,M_routine,800,True,1,453.7,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,453.7,224.2,0.0,0.5059,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S5_CityCalib,routine,M_routine,800,True,1,448.8,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S5_CityCalib,cross_regime,M_stress,800,True,1,448.8,224.2,0.0,0.5006,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S6_Q10,routine,M_routine,800,True,1,363.8,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,1x,180.0,S6_Q10,cross_regime,M_stress,800,True,1,363.8,224.2,0.0,0.3838,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S0a_RoutineOracle,routine,M_routine,800,True,1,509.9,509.9,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S0a_RoutineOracle,cross_regime,M_stress,800,True,1,509.9,253.7,106.3,0.5025,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S0b_StressOracle,routine,M_routine,800,True,2,549.7,739.3,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S0b_StressOracle,cross_regime,M_stress,800,True,2,549.7,549.7,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S1_CapRR,routine,M_routine,800,True,1,678.2,501.6,0.0,0.2603,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S1_CapRR,cross_regime,M_stress,800,True,1,678.2,224.2,135.8,0.6695,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S2_Platform,routine,M_routine,800,True,1,421.1,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S2_Platform,cross_regime,M_stress,800,True,1,421.1,224.2,135.8,0.4676,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S3_Lin4,routine,M_routine,800,True,1,490.1,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S3_Lin4,cross_regime,M_stress,800,True,1,490.1,224.2,135.8,0.5426,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S4_GlobalCalib,routine,M_routine,800,True,1,453.7,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S4_GlobalCalib,cross_regime,M_stress,800,True,1,453.7,224.2,135.8,0.5059,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S5_CityCalib,routine,M_routine,800,True,1,448.8,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S5_CityCalib,cross_regime,M_stress,800,True,1,448.8,224.2,135.8,0.5006,0.0,std_0.1,5,0.67,0.1,beta,none
City-A,T1,2x,360.0,S6_Q10,routine,M_routine,800,True,1,363.8,501.6,0.0,0.0,1.0,std_0.1,5,0.67,0.1,beta,none
