city,task_id,p_req_level,p_req,strategy,regime,pool_size,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-A,T5,1x,160.0,S1_CapOnly,routine,800,1,596.7921256000001,195.583,0.0,0.672276171869115,1.0
City-A,T5,1x,160.0,S1_CapOnly,stress,800,1,596.7921256000001,128.73790780200991,31.262092197990086,0.7842835012734459,0.0
City-A,T5,1x,160.0,S2_Platform,routine,800,1,485.499,195.583,0.0,0.5971505605572823,1.0
City-A,T5,1x,160.0,S2_Platform,stress,800,1,485.499,128.73790780200991,31.262092197990086,0.734833835286973,0.0
City-A,T5,1x,160.0,S3_Linear4,routine,800,1,295.43467242097176,195.583,0.0,0.3379822402114359,1.0
City-A,T5,1x,160.0,S3_Linear4,stress,800,1,295.43467242097176,128.73790780200991,31.262092197990086,0.5642423864908847,0.0
City-A,T5,1x,160.0,S4_GlobalCalib,routine,800,1,358.99490875633023,195.583,0.0,0.45519283079094297,1.0
City-A,T5,1x,160.0,S4_GlobalCalib,stress,800,1,358.99490875633023,128.73790780200991,31.262092197990086,0.6413934998465634,0.0
City-A,T5,1x,160.0,S5_CityCalib,routine,800,1,335.59394296555547,195.583,0.0,0.41720342664207694,1.0
City-A,T5,1x,160.0,S5_CityCalib,stress,800,1,335.59394296555547,128.73790780200991,31.262092197990086,0.6163878684329435,0.0
City-A,T5,1x,160.0,S6_Q10,routine,800,2,276.2286157416211,571.368,0.0,0.0,1.0
City-A,T5,1x,160.0,S6_Q10,stress,800,2,276.2286157416211,374.43512387802645,0.0,0.0,1.0
City-A,T5,2x,320.0,S0_Oracle,routine,800,1,375.785,375.785,0.0,0.0,1.0
City-A,T5,2x,320.0,S0_Oracle,stress,800,1,375.785,245.69721607601653,74.30278392398347,0.3461760951713972,0.0
City-A,T5,2x,320.0,S1_CapOnly,routine,800,1,596.7921256000001,195.583,124.417,0.672276171869115,0.0
City-A,T5,2x,320.0,S1_CapOnly,stress,800,1,596.7921256000001,128.73790780200991,191.26209219799009,0.7842835012734459,0.0
City-A,T5,2x,320.0,S2_Platform,routine,800,1,485.499,195.583,124.417,0.5971505605572823,0.0
City-A,T5,2x,320.0,S2_Platform,stress,800,1,485.499,128.73790780200991,191.26209219799009,0.734833835286973,0.0
City-A,T5,2x,320.0,S3_Linear4,routine,800,2,524.8789954556909,556.91,0.0,0.0,1.0
City-A,T5,2x,320.0,S3_Linear4,stress,800,2,524.8789954556909,364.96258295362225,0.0,0.30467291296964927,1.0
City-A,T5,2x,320.0,S4_GlobalCalib,routine,800,1,358.99490875633023,195.583,124.417,0.45519283079094297,0.0
City-A,T5,2x,320.0,S4_GlobalCalib,stress,800,1,358.99490875633023,128.73790780200991,191.26209219799009,0.6413934998465634,0.0
City-A,T5,2x,320.0,S5_CityCalib,routine,800,1,335.59394296555547,195.583,124.417,0.41720342664207694,0.0
City-A,T5,2x,320.0,S5_CityCalib,stress,800,1,335.59394296555547,128.73790780200991,191.26209219799009,0.6163878684329435,0.0
City-A,T5,2x,320.0,S6_Q10,routine,800,3,401.4135521642655,932.695,0.0,0.0,1.0
City-A,T5,2x,320.0,S6_Q10,stress,800,3,401.4135521642655,610.6597990296387,0.0,0.0,1.0
City-A,T5,5x,800.0,S0_Oracle,routine,800,3,1092.4840000000002,1092.4840000000002,0.0,0.0,1.0
City-A,T5,5x,800.0,S0_Oracle,stress,800,3,1092.4840000000002,714.4405871646702,85.5594128353298,0.34604022835604903,0.0
City-A,T5,5x,800.0,S1_CapOnly,routine,800,2,1138.1160166,541.892,258.10799999999995,0.523869278618146,0.0
City-A,T5,5x,800.0,S1_CapOnly,stress,800,2,1138.1160166,356.23020951540576,443.76979048459424,0.6870000910982649,0.0
City-A,T5,5x,800.0,S2_Platform,routine,800,2,897.5730000000001,571.368,228.63199999999995,0.36343004970069287,0.0
City-A,T5,5x,800.0,S2_Platform,stress,800,2,897.5730000000001,374.43512387802645,425.56487612197355,0.5828360212728921,0.0
City-A,T5,5x,800.0,S3_Linear4,routine,800,4,981.0296958273174,1288.067,0.0,0.0,1.0
City-A,T5,5x,800.0,S3_Linear4,stress,800,4,981.0296958273174,843.1784949666801,0.0,0.1405168482126173,1.0
City-A,T5,5x,800.0,S4_GlobalCalib,routine,800,3,960.4042392981951,932.695,0.0,0.02885164201112154,1.0
City-A,T5,5x,800.0,S4_GlobalCalib,stress,800,3,960.4042392981951,610.6597990296387,189.34020097036125,0.36416378224665924,0.0
City-A,T5,5x,800.0,S5_CityCalib,routine,800,3,898.9422819525838,932.695,0.0,0.0,1.0
City-A,T5,5x,800.0,S5_CityCalib,stress,800,3,898.9422819525838,610.6597990296387,189.34020097036125,0.32069075925182816,0.0
City-A,T5,5x,800.0,S6_Q10,routine,800,7,866.499161591687,1933.051,0.0,0.0,1.0
City-A,T5,5x,800.0,S6_Q10,stress,800,7,866.499161591687,1267.1094659252333,0.0,0.0,1.0
City-A,T5,10x,1600.0,S0_Oracle,routine,800,5,1748.92,1748.92,0.0,0.0,1.0
City-A,T5,10x,1600.0,S0_Oracle,stress,800,5,1748.92,1144.6845510310302,455.3154489689698,0.34549061647700857,0.0
City-A,T5,10x,1600.0,S1_CapOnly,routine,800,3,1662.8644605999998,897.2640000000001,702.7359999999999,0.4604106219960666,0.0
City-A,T5,10x,1600.0,S1_CapOnly,stress,800,3,1662.8644605999998,588.7489054524472,1011.2510945475528,0.6459429379830435,0.0
City-A,T5,10x,1600.0,S2_Platform,routine,800,4,1696.7960000000003,1288.067,311.933,0.24088281679117596,0.0
City-A,T5,10x,1600.0,S2_Platform,stress,800,4,1696.7960000000003,843.1784949666801,756.8215050333199,0.5030760946120335,0.0
City-A,T5,10x,1600.0,S3_Linear4,routine,800,7,1632.2882547033053,1910.8,0.0,0.0,1.0
City-A,T5,10x,1600.0,S3_Linear4,stress,800,7,1632.2882547033053,1252.562434436309,347.4375655636909,0.2326340455938755,0.0
City-A,T5,10x,1600.0,S4_GlobalCalib,routine,800,6,1815.9557664108395,1794.422,0.0,0.0118580897228571,1.0
City-A,T5,10x,1600.0,S4_GlobalCalib,stress,800,6,1815.9557664108395,1176.4780143824678,423.5219856175322,0.35214390342352486,0.0
City-A,T5,10x,1600.0,S5_CityCalib,routine,800,6,1700.8934698399949,1794.422,0.0,0.0,1.0
City-A,T5,10x,1600.0,S5_CityCalib,stress,800,6,1700.8934698399949,1176.4780143824678,423.5219856175322,0.3083176370280612,0.0
City-A,T5,10x,1600.0,S6_Q10,routine,800,15,1667.7508906761082,3855.467,0.0,0.0,1.0
City-A,T5,10x,1600.0,S6_Q10,stress,800,15,1667.7508906761082,2524.2537561938607,0.0,0.0,1.0
City-B,T1,1x,180.0,S0_Oracle,routine,500,1,465.521,465.521,0.0,0.0,1.0
City-B,T1,1x,180.0,S0_Oracle,stress,500,1,465.521,304.34356414343165,0.0,0.3462302148701527,1.0
City-B,T1,1x,180.0,S1_CapOnly,routine,500,1,846.0108700000001,433.442,0.0,0.48766379325598974,1.0
City-B,T1,1x,180.0,S1_CapOnly,stress,500,1,846.0108700000001,283.3712832062513,0.0,0.6650500682027274,1.0
City-B,T1,1x,180.0,S2_Platform,routine,500,1,561.148,465.521,0.0,0.17041315303627563,1.0
City-B,T1,1x,180.0,S2_Platform,stress,500,1,561.148,304.34356414343165,0.0,0.4576411853139784,1.0
City-B,T1,1x,180.0,S3_Linear4,routine,500,1,327.1068668671576,433.442,0.0,0.0,1.0
City-B,T1,1x,180.0,S3_Linear4,stress,500,1,327.1068668671576,283.3712832062513,0.0,0.13370426637563645,1.0
City-B,T1,1x,180.0,S4_GlobalCalib,routine,500,1,416.95874220262476,465.521,0.0,0.0,1.0
City-B,T1,1x,180.0,S4_GlobalCalib,stress,500,1,416.95874220262476,304.34356414343165,0.0,0.27008710133835445,1.0
City-B,T1,1x,180.0,S5_CityCalib,routine,500,1,467.8736516578139,465.521,0.0,0.005028390997180054,1.0
City-B,T1,1x,180.0,S5_CityCalib,stress,500,1,467.8736516578139,304.34356414343165,0.0,0.34951762497192795,1.0
City-B,T1,1x,180.0,S6_Q10,routine,500,2,342.32174685619566,870.8900000000001,0.0,0.0,1.0
City-B,T1,1x,180.0,S6_Q10,stress,500,2,342.32174685619566,571.7129651145954,0.0,0.0,1.0
City-B,T1,2x,360.0,S0_Oracle,routine,500,1,465.521,465.521,0.0,0.0,1.0
City-B,T1,2x,360.0,S0_Oracle,stress,500,1,465.521,304.34356414343165,55.65643585656835,0.3462302148701527,0.0
City-B,T1,2x,360.0,S1_CapOnly,routine,500,1,846.0108700000001,433.442,0.0,0.48766379325598974,1.0
City-B,T1,2x,360.0,S1_CapOnly,stress,500,1,846.0108700000001,283.3712832062513,76.62871679374871,0.6650500682027274,0.0
City-B,T1,2x,360.0,S2_Platform,routine,500,1,561.148,465.521,0.0,0.17041315303627563,1.0
City-B,T1,2x,360.0,S2_Platform,stress,500,1,561.148,304.34356414343165,55.65643585656835,0.4576411853139784,0.0
City-B,T1,2x,360.0,S3_Linear4,routine,500,2,652.6252659616582,811.396,0.0,0.0,1.0
City-B,T1,2x,360.0,S3_Linear4,stress,500,2,652.6252659616582,532.0952211076943,0.0,0.18468491972397072,1.0
City-B,T1,2x,360.0,S4_GlobalCalib,routine,500,1,416.95874220262476,465.521,0.0,0.0,1.0
City-B,T1,2x,360.0,S4_GlobalCalib,stress,500,1,416.95874220262476,304.34356414343165,55.65643585656835,0.27008710133835445,0.0
City-B,T1,2x,360.0,S5_CityCalib,routine,500,1,467.8736516578139,465.521,0.0,0.005028390997180054,1.0
City-B,T1,2x,360.0,S5_CityCalib,stress,500,1,467.8736516578139,304.34356414343165,55.65643585656835,0.34951762497192795,0.0
City-B,T1,2x,360.0,S6_Q10,routine,500,3,511.54086796885866,1304.332,0.0,0.0,1.0
City-B,T1,2x,360.0,S6_Q10,stress,500,3,511.54086796885866,855.0842483208467,0.0,0.0,1.0
City-B,T1,5x,900.0,S0_Oracle,routine,500,3,1307.312,1307.312,0.0,0.0,1.0
City-B,T1,5x,900.0,S0_Oracle,stress,500,3,1307.312,856.5468172335999,43.45318276640012,0.3448030636652919,0.0
City-B,T1,5x,900.0,S1_CapOnly,routine,500,2,1687.96367,811.396,88.60400000000004,0.5193048201090726,0.0
City-B,T1,5x,900.0,S1_CapOnly,stress,500,2,1687.96367,532.0952211076943,367.90477889230567,0.6847709280924902,0.0
City-B,T1,5x,900.0,S2_Platform,routine,500,2,1112.335,870.8900000000001,29.1099999999999,0.21706140686034328,0.0
City-B,T1,5x,900.0,S2_Platform,stress,500,2,1112.335,571.7129651145954,328.28703488540464,0.48602447543717014,0.0
City-B,T1,5x,900.0,S3_Linear4,routine,500,3,976.8923625563503,1216.7649999999999,0.0,0.0,1.0
City-B,T1,5x,900.0,S3_Linear4,stress,500,3,976.8923625563503,799.4646220788582,100.53537792114184,0.1816246572070601,0.0
City-B,T1,5x,900.0,S4_GlobalCalib,routine,500,3,1234.5932694694163,1304.332,0.0,0.0,1.0
City-B,T1,5x,900.0,S4_GlobalCalib,stress,500,3,1234.5932694694163,855.0842483208467,44.915751679153345,0.3073959906744583,0.0
City-B,T1,5x,900.0,S5_CityCalib,routine,500,2,927.1934089313254,870.8900000000001,29.1099999999999,0.06072455691441992,0.0
City-B,T1,5x,900.0,S5_CityCalib,stress,500,2,927.1934089313254,571.7129651145954,328.28703488540464,0.38339405823263295,0.0
City-B,T1,5x,900.0,S6_Q10,routine,500,6,926.8179684817583,2431.674,0.0,0.0,1.0
City-B,T1,5x,900.0,S6_Q10,stress,500,6,926.8179684817583,1595.6011498571047,0.0,0.0,1.0
City-B,T1,10x,1800.0,S0_Oracle,routine,500,5,2090.635,2090.635,0.0,0.0,1.0
City-B,T1,10x,1800.0,S0_Oracle,stress,500,5,2090.635,1372.6401561062066,427.35984389379337,0.34343385808321086,0.0
City-B,T1,10x,1800.0,S1_CapOnly,routine,500,3,2504.489688,1216.7649999999999,583.2350000000001,0.5141664963405512,0.0
City-B,T1,10x,1800.0,S1_CapOnly,stress,500,3,2504.489688,799.4646220788582,1000.5353779211418,0.6807874171295617,0.0
City-B,T1,10x,1800.0,S2_Platform,routine,500,4,2163.156,1682.286,117.71399999999994,0.22230019471549897,0.0
City-B,T1,10x,1800.0,S2_Platform,stress,500,4,2163.156,1103.8081862222898,696.1918137777102,0.48972326257454857,0.0
City-B,T1,10x,1800.0,S3_Linear4,routine,500,6,1830.621295555079,2431.674,0.0,0.0,1.0
City-B,T1,10x,1800.0,S3_Linear4,stress,500,6,1830.621295555079,1595.6011498571047,204.3988501428953,0.12838272244981824,0.0
City-B,T1,10x,1800.0,S4_GlobalCalib,routine,500,5,1925.5201701249719,2090.635,0.0,0.0,1.0
City-B,T1,10x,1800.0,S4_GlobalCalib,stress,500,5,1925.5201701249719,1372.6401561062066,427.35984389379337,0.2871328083688065,0.0
City-B,T1,10x,1800.0,S5_CityCalib,routine,500,4,1801.5623766262302,1682.286,117.71399999999994,0.06620718670290945,0.0
City-B,T1,10x,1800.0,S5_CityCalib,stress,500,4,1801.5623766262302,1103.8081862222898,696.1918137777102,0.387305041144686,0.0
City-B,T1,10x,1800.0,S6_Q10,routine,500,14,1820.0209560759167,4743.967000000001,0.0,0.0,1.0
City-B,T1,10x,1800.0,S6_Q10,stress,500,14,1820.0209560759167,3108.834700088945,0.0,0.0,1.0
City-B,T2,1x,260.0,S0_Oracle,routine,500,1,463.421,463.421,0.0,0.0,1.0
City-B,T2,1x,260.0,S0_Oracle,stress,500,1,463.421,303.0372626151298,0.0,0.34608646864270326,1.0
City-B,T2,1x,260.0,S1_CapOnly,routine,500,1,846.0108700000001,360.613,0.0,0.5737489755894035,1.0
City-B,T2,1x,260.0,S1_CapOnly,stress,500,1,846.0108700000001,239.31810221088188,20.681897789118125,0.7171217171111739,0.0
City-B,T2,1x,260.0,S2_Platform,routine,500,1,557.033,463.421,0.0,0.16805467539625124,1.0
City-B,T2,1x,260.0,S2_Platform,stress,500,1,557.033,303.0372626151298,0.0,0.4559796948921701,1.0
City-B,T2,1x,260.0,S3_Linear4,routine,500,1,327.31737336459395,360.613,0.0,0.0,1.0
City-B,T2,1x,260.0,S3_Linear4,stress,500,1,327.31737336459395,239.31810221088188,20.681897789118125,0.2688499857161294,0.0
City-B,T2,1x,260.0,S4_GlobalCalib,routine,500,1,413.8057438202073,463.421,0.0,0.0,1.0
City-B,T2,1x,260.0,S4_GlobalCalib,stress,500,1,413.8057438202073,303.0372626151298,0.0,0.26768231920242463,1.0
City-B,T2,1x,260.0,S5_CityCalib,routine,500,1,464.3399426535568,463.421,0.0,0.001979029950138163,1.0
City-B,T2,1x,260.0,S5_CityCalib,stress,500,1,464.3399426535568,303.0372626151298,0.0,0.34738058310605996,1.0
City-B,T2,1x,260.0,S6_Q10,routine,500,2,342.800914516887,916.062,0.0,0.0,1.0
City-B,T2,1x,260.0,S6_Q10,stress,500,2,342.800914516887,598.960271926089,0.0,0.0,1.0
City-B,T2,2x,520.0,S0_Oracle,routine,500,2,916.062,916.062,0.0,0.0,1.0
City-B,T2,2x,520.0,S0_Oracle,stress,500,2,916.062,598.960271926089,0.0,0.34615749597069956,1.0
City-B,T2,2x,520.0,S1_CapOnly,routine,500,1,846.0108700000001,360.613,159.387,0.5737489755894035,0.0
City-B,T2,2x,520.0,S1_CapOnly,stress,500,1,846.0108700000001,239.31810221088188,280.6818977891181,0.7171217171111739,0.0
City-B,T2,2x,520.0,S2_Platform,routine,500,1,557.033,463.421,56.57900000000001,0.16805467539625124,0.0
City-B,T2,2x,520.0,S2_Platform,stress,500,1,557.033,303.0372626151298,216.9627373848702,0.4559796948921701,0.0
City-B,T2,2x,520.0,S3_Linear4,routine,500,2,653.0462789565308,763.116,0.0,0.0,1.0
City-B,T2,2x,520.0,S3_Linear4,stress,500,2,653.0462789565308,502.46240203500076,17.537597964999236,0.2305868385960951,0.0
City-B,T2,2x,520.0,S4_GlobalCalib,routine,500,2,827.4781652300767,916.062,0.0,0.0,1.0
City-B,T2,2x,520.0,S4_GlobalCalib,stress,500,2,827.4781652300767,598.960271926089,0.0,0.27616184076645606,1.0
City-B,T2,2x,520.0,S5_CityCalib,routine,500,2,928.530464804868,916.062,0.0,0.013428169863536158,1.0
City-B,T2,2x,520.0,S5_CityCalib,stress,500,2,928.530464804868,598.960271926089,0.0,0.3549374041788048,1.0
City-B,T2,2x,520.0,S6_Q10,routine,500,4,656.5209375135249,1679.178,0.0,0.0,1.0
City-B,T2,2x,520.0,S6_Q10,stress,500,4,656.5209375135249,1101.42267396109,0.0,0.0,1.0
City-B,T2,5x,1300.0,S0_Oracle,routine,500,3,1318.565,1318.565,0.0,0.0,1.0
City-B,T2,5x,1300.0,S0_Oracle,stress,500,3,1318.565,862.1045717502079,437.8954282497921,0.3461796940232693,0.0
City-B,T2,5x,1300.0,S1_CapOnly,routine,500,2,1687.96367,763.116,536.884,0.5479073314415589,0.0
City-B,T2,5x,1300.0,S1_CapOnly,stress,500,2,1687.96367,502.46240203500076,797.5375979649992,0.7023262935303575,0.0
City-B,T2,5x,1300.0,S2_Platform,routine,500,3,1630.3029999999999,1318.565,0.0,0.1912147619184899,1.0
City-B,T2,5x,1300.0,S2_Platform,stress,500,3,1630.3029999999999,862.1045717502079,437.8954282497921,0.4711997881680841,0.0
City-B,T2,5x,1300.0,S3_Linear4,routine,500,5,1574.6639609966028,2078.918,0.0,0.0,1.0
City-B,T2,5x,1300.0,S3_Linear4,stress,500,5,1574.6639609966028,1362.7606078688948,0.0,0.13457052322045565,1.0
City-B,T2,5x,1300.0,S4_GlobalCalib,routine,500,4,1582.5523007769107,1679.178,0.0,0.0,1.0
City-B,T2,5x,1300.0,S4_GlobalCalib,stress,500,4,1582.5523007769107,1101.42267396109,198.5773260389101,0.3040213120158009,0.0
City-B,T2,5x,1300.0,S5_CityCalib,routine,500,3,1357.9867313537027,1318.565,0.0,0.029029540895738545,1.0
City-B,T2,5x,1300.0,S5_CityCalib,stress,500,3,1357.9867313537027,862.1045717502079,437.8954282497921,0.3651597973340851,0.0
City-B,T2,5x,1300.0,S6_Q10,routine,500,10,1354.9679682104947,3544.3010000000004,0.0,0.0,1.0
City-B,T2,5x,1300.0,S6_Q10,stress,500,10,1354.9679682104947,2321.3953170170003,0.0,0.0,1.0
City-B,T2,10x,2600.0,S0_Oracle,routine,500,7,2709.9900000000002,2709.9900000000002,0.0,0.0,1.0
City-B,T2,10x,2600.0,S0_Oracle,stress,500,7,2709.9900000000002,1775.336413710358,824.6635862896419,0.34489189491091926,0.0
City-B,T2,10x,2600.0,S1_CapOnly,routine,500,4,3303.245438,1679.178,920.8219999999999,0.4916581188055212,0.0
City-B,T2,10x,2600.0,S1_CapOnly,stress,500,4,3303.245438,1101.4226739610897,1498.5773260389103,0.6665634768490099,0.0
City-B,T2,10x,2600.0,S2_Platform,routine,500,6,2974.3599999999997,2401.197,198.80299999999988,0.19270128699955608,0.0
City-B,T2,10x,2600.0,S2_Platform,stress,500,6,2974.3599999999997,1573.4568804507571,1026.5431195492429,0.4709931277818565,0.0
City-B,T2,10x,2600.0,S3_Linear4,routine,500,10,2778.203159106167,3580.674,0.0,0.0,1.0
City-B,T2,10x,2600.0,S3_Linear4,stress,500,10,2778.203159106167,2345.174885411528,254.82511458847193,0.1558663095876535,0.0
City-B,T2,10x,2600.0,S4_GlobalCalib,routine,500,8,2728.748780945965,2989.054,0.0,0.0,1.0
City-B,T2,10x,2600.0,S4_GlobalCalib,stress,500,8,2728.748780945965,1958.391605133008,641.6083948669921,0.2823115052554967,0.0
City-B,T2,10x,2600.0,S5_CityCalib,routine,500,7,2766.562882211724,2693.416,0.0,0.0264396239398856,1.0
City-B,T2,10x,2600.0,S5_CityCalib,stress,500,7,2766.562882211724,1764.500833291616,835.4991667083841,0.3622046892059115,0.0
City-B,T2,10x,2600.0,S6_Q10,routine,500,23,2665.9531460786493,6976.972,0.0,0.0,1.0
City-B,T2,10x,2600.0,S6_Q10,stress,500,23,2665.9531460786493,4577.5079968496475,0.0,0.0,1.0
City-B,T3,1x,200.0,S0_Oracle,routine,500,1,492.551,492.551,0.0,0.0,1.0
City-B,T3,1x,200.0,S0_Oracle,stress,500,1,492.551,324.89474228630047,0.0,0.3403835495485737,1.0
City-B,T3,1x,200.0,S1_CapOnly,routine,500,1,744.4895656,296.654,0.0,0.6015337034832446,1.0
City-B,T3,1x,200.0,S1_CapOnly,stress,500,1,744.4895656,194.28808573524032,5.711914264759685,0.7390318216499657,0.0
City-B,T3,1x,200.0,S2_Platform,routine,500,1,543.154,492.551,0.0,0.09316510602886108,1.0
City-B,T3,1x,200.0,S2_Platform,stress,500,1,543.154,324.89474228630047,0.0,0.4018367860932618,1.0
City-B,T3,1x,200.0,S3_Linear4,routine,500,1,311.45904475981985,296.654,0.0,0.04753448329373992,1.0
City-B,T3,1x,200.0,S3_Linear4,stress,500,1,311.45904475981985,194.28808573524032,5.711914264759685,0.376200213144991,0.0
City-B,T3,1x,200.0,S4_GlobalCalib,routine,500,1,403.17136604388344,492.551,0.0,0.0,1.0
City-B,T3,1x,200.0,S4_GlobalCalib,stress,500,1,403.17136604388344,324.89474228630047,0.0,0.19415223984201027,1.0
City-B,T3,1x,200.0,S5_CityCalib,routine,500,1,452.42151075317184,492.551,0.0,0.0,1.0
City-B,T3,1x,200.0,S5_CityCalib,stress,500,1,452.42151075317184,324.89474228630047,0.0,0.2818760059718874,1.0
City-B,T3,1x,200.0,S6_Q10,routine,500,2,322.5186122189664,937.076,0.0,0.0,1.0
City-B,T3,1x,200.0,S6_Q10,stress,500,2,322.5186122189664,622.2679779824542,0.0,0.0,1.0
City-B,T3,2x,400.0,S0_Oracle,routine,500,1,492.551,492.551,0.0,0.0,1.0
City-B,T3,2x,400.0,S0_Oracle,stress,500,1,492.551,324.89474228630047,75.10525771369953,0.3403835495485737,0.0
City-B,T3,2x,400.0,S1_CapOnly,routine,500,1,744.4895656,296.654,103.346,0.6015337034832446,0.0
City-B,T3,2x,400.0,S1_CapOnly,stress,500,1,744.4895656,194.28808573524032,205.71191426475968,0.7390318216499657,0.0
City-B,T3,2x,400.0,S2_Platform,routine,500,1,543.154,492.551,0.0,0.09316510602886108,1.0
City-B,T3,2x,400.0,S2_Platform,stress,500,1,543.154,324.89474228630047,75.10525771369953,0.4018367860932618,0.0
City-B,T3,2x,400.0,S3_Linear4,routine,500,2,622.420501317531,741.179,0.0,0.0,1.0
City-B,T3,2x,400.0,S3_Linear4,stress,500,2,622.420501317531,491.6613214313941,0.0,0.210081736718742,1.0
City-B,T3,2x,400.0,S4_GlobalCalib,routine,500,1,403.17136604388344,492.551,0.0,0.0,1.0
City-B,T3,2x,400.0,S4_GlobalCalib,stress,500,1,403.17136604388344,324.89474228630047,75.10525771369953,0.19415223984201027,0.0
City-B,T3,2x,400.0,S5_CityCalib,routine,500,1,452.42151075317184,492.551,0.0,0.0,1.0
City-B,T3,2x,400.0,S5_CityCalib,stress,500,1,452.42151075317184,324.89474228630047,75.10525771369953,0.2818760059718874,0.0
City-B,T3,2x,400.0,S6_Q10,routine,500,3,462.5503601090045,1332.999,0.0,0.0,1.0
City-B,T3,2x,400.0,S6_Q10,stress,500,3,462.5503601090045,881.1104726204187,0.0,0.0,1.0
City-B,T3,5x,1000.0,S0_Oracle,routine,500,3,1332.999,1332.999,0.0,0.0,1.0
City-B,T3,5x,1000.0,S0_Oracle,stress,500,3,1332.999,881.1104726204187,118.8895273795813,0.33900140013577,0.0
City-B,T3,5x,1000.0,S1_CapOnly,routine,500,2,1485.4080295999997,789.2049999999999,210.79500000000007,0.4686948068992719,0.0
City-B,T3,5x,1000.0,S1_CapOnly,stress,500,2,1485.4080295999997,519.1828280215408,480.8171719784592,0.6504779712538987,0.0
City-B,T3,5x,1000.0,S2_Platform,routine,500,2,1047.987,937.076,62.92399999999998,0.10583241967696169,0.0
City-B,T3,5x,1000.0,S2_Platform,stress,500,2,1047.987,622.2679779824542,377.7320220175458,0.4062254799129625,0.0
City-B,T3,5x,1000.0,S3_Linear4,routine,500,4,1237.282595044783,1574.243,0.0,0.0,1.0
City-B,T3,5x,1000.0,S3_Linear4,stress,500,4,1237.282595044783,1039.1731745616141,0.0,0.16011654999155495,1.0
City-B,T3,5x,1000.0,S4_GlobalCalib,routine,500,3,1112.6193546459265,1332.999,0.0,0.0,1.0
City-B,T3,5x,1000.0,S4_GlobalCalib,stress,500,3,1112.6193546459265,881.1104726204187,118.8895273795813,0.20807554808282283,0.0
City-B,T3,5x,1000.0,S5_CityCalib,routine,500,3,1248.6701766676947,1332.999,0.0,0.0,1.0
City-B,T3,5x,1000.0,S5_CityCalib,stress,500,3,1248.6701766676947,881.1104726204187,118.8895273795813,0.2943609216552096,0.0
City-B,T3,5x,1000.0,S6_Q10,routine,500,8,1044.1023318888165,2954.7609999999995,0.0,0.0,1.0
City-B,T3,5x,1000.0,S6_Q10,stress,500,8,1044.1023318888165,1941.7473063829102,0.0,0.0,1.0
City-B,T3,10x,2000.0,S0_Oracle,routine,500,5,2017.82,2017.82,0.0,0.0,1.0
City-B,T3,10x,2000.0,S0_Oracle,stress,500,5,2017.82,1328.8257506428258,671.1742493571742,0.34145476274255093,0.0
City-B,T3,10x,2000.0,S1_CapOnly,routine,500,3,2203.9012885999996,1233.73,766.27,0.4402063257634776,0.0
City-B,T3,10x,2000.0,S1_CapOnly,stress,500,3,2203.9012885999996,816.5560637176945,1183.4439362823055,0.6294951738803141,0.0
City-B,T3,10x,2000.0,S2_Platform,routine,500,5,2307.6780000000003,1997.7269999999999,2.2730000000001382,0.1343129327401832,0.0
City-B,T3,10x,2000.0,S2_Platform,stress,500,5,2307.6780000000003,1315.6895543502117,684.3104456497883,0.4298643249403897,0.0
City-B,T3,10x,2000.0,S3_Linear4,routine,500,8,2202.1298937773868,2741.301,0.0,0.0,1.0
City-B,T3,10x,2000.0,S3_Linear4,stress,500,8,2202.1298937773868,1802.2475467622862,197.75245323771378,0.18158890088412044,0.0
City-B,T3,10x,2000.0,S4_GlobalCalib,routine,500,7,2237.27813577941,2642.688,0.0,0.0,1.0
City-B,T3,10x,2000.0,S4_GlobalCalib,stress,500,7,2237.27813577941,1737.3455687373432,262.6544312626568,0.22345570675677445,0.0
City-B,T3,10x,2000.0,S5_CityCalib,routine,500,6,2215.5684943794117,2342.035,0.0,0.0,1.0
City-B,T3,10x,2000.0,S5_CityCalib,stress,500,6,2215.5684943794117,1540.7877215286992,459.2122784713008,0.3045632642649222,0.0
City-B,T3,10x,2000.0,S6_Q10,routine,500,19,2071.979745191051,5832.429,0.0,0.0,1.0
City-B,T3,10x,2000.0,S6_Q10,stress,500,19,2071.979745191051,3834.663477160352,0.0,0.0,1.0
City-B,T4,1x,140.0,S0_Oracle,routine,500,1,460.931,460.931,0.0,0.0,1.0
City-B,T4,1x,140.0,S0_Oracle,stress,500,1,460.931,301.34276082968563,0.0,0.3462302148701527,1.0
City-B,T4,1x,140.0,S1_CapOnly,routine,500,1,846.0108700000001,460.931,0.0,0.455171302940824,1.0
City-B,T4,1x,140.0,S1_CapOnly,stress,500,1,846.0108700000001,301.34276082968563,0.0,0.6438074597910478,1.0
City-B,T4,1x,140.0,S2_Platform,routine,500,1,480.052,460.931,0.0,0.03983110163065676,1.0
City-B,T4,1x,140.0,S2_Platform,stress,500,1,480.052,301.34276082968563,0.0,0.37227058562471227,1.0
City-B,T4,1x,140.0,S3_Linear4,routine,500,1,335.33065403367027,460.931,0.0,0.0,1.0
City-B,T4,1x,140.0,S3_Linear4,stress,500,1,335.33065403367027,301.34276082968563,0.0,0.10135635616710408,1.0
City-B,T4,1x,140.0,S4_GlobalCalib,routine,500,1,354.8213043361533,460.931,0.0,0.0,1.0
