city,task_id,p_req_level,p_req,strategy,regime,pool_size,n_selected,p_commit,p_deliv,shortfall,ocr,success
City-B,T4,1x,140.0,S4_GlobalCalib,stress,500,1,354.8213043361533,301.34276082968563,0.0,0.15071965198516588,1.0
City-B,T4,1x,140.0,S5_CityCalib,routine,500,1,398.23339274913036,460.931,0.0,0.0,1.0
City-B,T4,1x,140.0,S5_CityCalib,stress,500,1,398.23339274913036,301.34276082968563,0.0,0.24330112362144776,1.0
City-B,T4,1x,140.0,S6_Q10,routine,500,1,147.73628378304238,460.931,0.0,0.0,1.0
City-B,T4,1x,140.0,S6_Q10,stress,500,1,147.73628378304238,301.34276082968563,0.0,0.0,1.0
City-B,T4,2x,280.0,S0_Oracle,routine,500,1,460.931,460.931,0.0,0.0,1.0
City-B,T4,2x,280.0,S0_Oracle,stress,500,1,460.931,301.34276082968563,0.0,0.3462302148701527,1.0
City-B,T4,2x,280.0,S1_CapOnly,routine,500,1,846.0108700000001,460.931,0.0,0.455171302940824,1.0
City-B,T4,2x,280.0,S1_CapOnly,stress,500,1,846.0108700000001,301.34276082968563,0.0,0.6438074597910478,1.0
City-B,T4,2x,280.0,S2_Platform,routine,500,1,480.052,460.931,0.0,0.03983110163065676,1.0
City-B,T4,2x,280.0,S2_Platform,stress,500,1,480.052,301.34276082968563,0.0,0.37227058562471227,1.0
City-B,T4,2x,280.0,S3_Linear4,routine,500,1,335.33065403367027,460.931,0.0,0.0,1.0
City-B,T4,2x,280.0,S3_Linear4,stress,500,1,335.33065403367027,301.34276082968563,0.0,0.10135635616710408,1.0
City-B,T4,2x,280.0,S4_GlobalCalib,routine,500,1,354.8213043361533,460.931,0.0,0.0,1.0
City-B,T4,2x,280.0,S4_GlobalCalib,stress,500,1,354.8213043361533,301.34276082968563,0.0,0.15071965198516588,1.0
City-B,T4,2x,280.0,S5_CityCalib,routine,500,1,398.23339274913036,460.931,0.0,0.0,1.0
City-B,T4,2x,280.0,S5_CityCalib,stress,500,1,398.23339274913036,301.34276082968563,0.0,0.24330112362144776,1.0
City-B,T4,2x,280.0,S6_Q10,routine,500,2,280.956280226875,881.716,0.0,0.0,1.0
City-B,T4,2x,280.0,S6_Q10,stress,500,2,280.956280226875,576.4392798655484,0.0,0.0,1.0
City-B,T4,5x,700.0,S0_Oracle,routine,500,2,881.716,881.716,0.0,0.0,1.0
City-B,T4,5x,700.0,S0_Oracle,stress,500,2,881.716,576.4392798655484,123.56072013445157,0.3462302148701527,0.0
City-B,T4,5x,700.0,S1_CapOnly,routine,500,1,846.0108700000001,460.931,239.06900000000002,0.455171302940824,0.0
City-B,T4,5x,700.0,S1_CapOnly,stress,500,1,846.0108700000001,301.34276082968563,398.65723917031437,0.6438074597910478,0.0
City-B,T4,5x,700.0,S2_Platform,routine,500,2,912.935,881.716,0.0,0.03419630094146893,1.0
City-B,T4,5x,700.0,S2_Platform,stress,500,2,912.935,576.4392798655484,123.56072013445157,0.36858672318889246,0.0
City-B,T4,5x,700.0,S3_Linear4,routine,500,3,1001.5637240558884,1104.281,0.0,0.0,1.0
City-B,T4,5x,700.0,S3_Linear4,stress,500,3,1001.5637240558884,721.9455520929729,0.0,0.2791816089650153,1.0
City-B,T4,5x,700.0,S4_GlobalCalib,routine,500,3,971.9289655849366,1232.131,0.0,0.0,1.0
City-B,T4,5x,700.0,S4_GlobalCalib,stress,500,3,971.9289655849366,805.5300191218239,0.0,0.1712048435175185,1.0
City-B,T4,5x,700.0,S5_CityCalib,routine,500,2,755.9609483119175,881.716,0.0,0.0,1.0
City-B,T4,5x,700.0,S5_CityCalib,stress,500,2,755.9609483119175,576.4392798655484,123.56072013445157,0.23747479131990362,0.0
City-B,T4,5x,700.0,S6_Q10,routine,500,6,726.4452556595359,2118.6440000000002,0.0,0.0,1.0
City-B,T4,5x,700.0,S6_Q10,stress,500,6,726.4452556595359,1385.10543264664,0.0,0.0,1.0
City-B,T4,10x,1400.0,S0_Oracle,routine,500,4,1532.623,1532.623,0.0,0.0,1.0
City-B,T4,10x,1400.0,S0_Oracle,stress,500,4,1532.623,1001.982609395062,398.017390604938,0.3462302148701527,0.0
City-B,T4,10x,1400.0,S1_CapOnly,routine,500,2,1687.96367,753.866,646.134,0.5533873072043073,0.0
City-B,T4,10x,1400.0,S1_CapOnly,stress,500,2,1687.96367,492.8548128366974,907.1451871633026,0.7080181157946975,0.0
City-B,T4,10x,1400.0,S2_Platform,routine,500,4,1693.471,1526.3580000000002,0.0,0.09868075685972764,1.0
City-B,T4,10x,1400.0,S2_Platform,stress,500,4,1693.471,997.8867416912235,402.1132583087765,0.4107447120787876,0.0
City-B,T4,10x,1400.0,S3_Linear4,routine,500,5,1614.7303643419846,1731.945,0.0,0.0,1.0
City-B,T4,10x,1400.0,S3_Linear4,stress,500,5,1614.7303643419846,1132.3353573655495,267.6646426344505,0.2987464765815653,0.0
City-B,T4,10x,1400.0,S4_GlobalCalib,routine,500,5,1493.0261020924213,1826.8500000000001,0.0,0.0,1.0
City-B,T4,10x,1400.0,S4_GlobalCalib,stress,500,5,1493.0261020924213,1194.3393319644615,205.6606680355385,0.20005462041779526,0.0
City-B,T4,10x,1400.0,S5_CityCalib,routine,500,5,1676.147325562986,1826.8500000000001,0.0,0.0,1.0
City-B,T4,10x,1400.0,S5_CityCalib,stress,500,5,1676.147325562986,1194.3393319644615,205.6606680355385,0.2874496688032446,0.0
City-B,T4,10x,1400.0,S6_Q10,routine,500,14,1445.5478901139113,4156.928,0.0,0.0,1.0
City-B,T4,10x,1400.0,S6_Q10,stress,500,14,1445.5478901139113,2722.931589111988,0.0,0.0,1.0
City-B,T5,1x,160.0,S0_Oracle,routine,500,1,482.245,482.245,0.0,0.0,1.0
City-B,T5,1x,160.0,S0_Oracle,stress,500,1,482.245,316.9686879260977,0.0,0.342722707490803,1.0
City-B,T5,1x,160.0,S1_CapOnly,routine,500,1,744.4895656,282.301,0.0,0.6208126842281697,1.0
City-B,T5,1x,160.0,S1_CapOnly,stress,500,1,744.4895656,186.90879441245636,0.0,0.7489437017672336,1.0
City-B,T5,1x,160.0,S2_Platform,routine,500,1,553.308,475.372,0.0,0.1408546415378053,1.0
City-B,T5,1x,160.0,S2_Platform,stress,500,1,553.308,310.78385029674575,0.0,0.4383167236028654,1.0
City-B,T5,1x,160.0,S3_Linear4,routine,500,1,311.45904475981985,282.301,0.0,0.09361758873403386,1.0
City-B,T5,1x,160.0,S3_Linear4,stress,500,1,311.45904475981985,186.90879441245636,0.0,0.3998928669527315,1.0
City-B,T5,1x,160.0,S4_GlobalCalib,routine,500,1,410.9515715299265,475.372,0.0,0.0,1.0
City-B,T5,1x,160.0,S4_GlobalCalib,stress,500,1,410.9515715299265,310.78385029674575,0.0,0.2437458040621857,1.0
City-B,T5,1x,160.0,S5_CityCalib,routine,500,1,461.14114167157436,475.372,0.0,0.0,1.0
City-B,T5,1x,160.0,S5_CityCalib,stress,500,1,461.14114167157436,310.78385029674575,0.0,0.32605481876937664,1.0
City-B,T5,1x,160.0,S6_Q10,routine,500,1,170.28086063057253,475.372,0.0,0.0,1.0
City-B,T5,1x,160.0,S6_Q10,stress,500,1,170.28086063057253,310.78385029674575,0.0,0.0,1.0
City-B,T5,2x,320.0,S0_Oracle,routine,500,1,482.245,482.245,0.0,0.0,1.0
City-B,T5,2x,320.0,S0_Oracle,stress,500,1,482.245,316.9686879260977,3.0313120739023134,0.342722707490803,0.0
City-B,T5,2x,320.0,S1_CapOnly,routine,500,1,744.4895656,282.301,37.69900000000001,0.6208126842281697,0.0
City-B,T5,2x,320.0,S1_CapOnly,stress,500,1,744.4895656,186.90879441245636,133.09120558754364,0.7489437017672336,0.0
City-B,T5,2x,320.0,S2_Platform,routine,500,1,553.308,475.372,0.0,0.1408546415378053,1.0
City-B,T5,2x,320.0,S2_Platform,stress,500,1,553.308,310.78385029674575,9.216149703254246,0.4383167236028654,0.0
City-B,T5,2x,320.0,S3_Linear4,routine,500,2,622.420501317531,701.156,0.0,0.0,1.0
City-B,T5,2x,320.0,S3_Linear4,stress,500,2,622.420501317531,461.45038830664157,0.0,0.25861955489922034,1.0
City-B,T5,2x,320.0,S4_GlobalCalib,routine,500,1,410.9515715299265,475.372,0.0,0.0,1.0
City-B,T5,2x,320.0,S4_GlobalCalib,stress,500,1,410.9515715299265,310.78385029674575,9.216149703254246,0.2437458040621857,0.0
City-B,T5,2x,320.0,S5_CityCalib,routine,500,1,461.14114167157436,475.372,0.0,0.0,1.0
City-B,T5,2x,320.0,S5_CityCalib,stress,500,1,461.14114167157436,310.78385029674575,9.216149703254246,0.32605481876937664,0.0
City-B,T5,2x,320.0,S6_Q10,routine,500,2,336.58035194427686,894.2270000000001,0.0,0.0,1.0
City-B,T5,2x,320.0,S6_Q10,stress,500,2,336.58035194427686,585.325444190931,0.0,0.0,1.0
City-B,T5,5x,800.0,S0_Oracle,routine,500,2,957.617,957.617,0.0,0.0,1.0
City-B,T5,5x,800.0,S0_Oracle,stress,500,2,957.617,627.7525382228434,172.24746177715656,0.3444638741554886,0.0
City-B,T5,5x,800.0,S1_CapOnly,routine,500,2,1485.4080295999997,757.673,42.327,0.4899226442151177,0.0
City-B,T5,5x,800.0,S1_CapOnly,stress,500,2,1485.4080295999997,497.6926447092021,302.3073552907979,0.6649454999625766,0.0
City-B,T5,5x,800.0,S2_Platform,routine,500,2,1093.679,894.2270000000001,0.0,0.1823679525710926,1.0
City-B,T5,5x,800.0,S2_Platform,stress,500,2,1093.679,585.325444190931,214.67455580906903,0.46481056672850907,0.0
City-B,T5,5x,800.0,S3_Linear4,routine,500,3,932.2910783046939,1176.528,0.0,0.0,1.0
City-B,T5,5x,800.0,S3_Linear4,stress,500,3,932.2910783046939,772.2342386033873,27.765761396612675,0.17168118780280375,0.0
City-B,T5,5x,800.0,S4_GlobalCalib,routine,500,2,811.9905452291518,894.2270000000001,0.0,0.0,1.0
City-B,T5,5x,800.0,S4_GlobalCalib,stress,500,2,811.9905452291518,585.325444190931,214.67455580906903,0.27914746344029623,0.0
City-B,T5,5x,800.0,S5_CityCalib,routine,500,2,911.1727831273349,894.2270000000001,0.0,0.018597771400911883,1.0
City-B,T5,5x,800.0,S5_CityCalib,stress,500,2,911.1727831273349,585.325444190931,214.67455580906903,0.3576131168207505,0.0
City-B,T5,5x,800.0,S6_Q10,routine,500,6,859.6273987814257,2420.5840000000003,0.0,0.0,1.0
City-B,T5,5x,800.0,S6_Q10,stress,500,6,859.6273987814257,1584.9030100085238,0.0,0.0,1.0
City-B,T5,10x,1600.0,S0_Oracle,routine,500,4,1781.73,1781.73,0.0,0.0,1.0
City-B,T5,10x,1600.0,S0_Oracle,stress,500,4,1781.73,1167.2395676991803,432.76043230081973,0.344884147598581,0.0
City-B,T5,10x,1600.0,S1_CapOnly,routine,500,3,2203.9012885999996,1176.528,423.472,0.4661612087230211,0.0
City-B,T5,10x,1600.0,S1_CapOnly,stress,500,3,2203.9012885999996,772.2342386033873,827.7657613966127,0.649605795596254,0.0
City-B,T5,10x,1600.0,S2_Platform,routine,500,4,2025.834,1781.7300000000002,0.0,0.12049555886612615,1.0
City-B,T5,10x,1600.0,S2_Platform,stress,500,4,2025.834,1167.2395676991803,432.76043230081973,0.42382269835574865,0.0
City-B,T5,10x,1600.0,S3_Linear4,routine,500,6,1746.6477846972139,2278.089,0.0,0.0,1.0
City-B,T5,10x,1600.0,S3_Linear4,stress,500,6,1746.6477846972139,1501.4303875506837,98.56961244931631,0.1403931572781511,0.0
City-B,T5,10x,1600.0,S4_GlobalCalib,routine,500,5,1785.8703088412176,2110.3860000000004,0.0,0.0,1.0
City-B,T5,10x,1600.0,S4_GlobalCalib,stress,500,5,1785.8703088412176,1382.1049302008155,217.8950697991845,0.22608885798789605,0.0
City-B,T5,10x,1600.0,S5_CityCalib,routine,500,4,1683.638685767763,1781.7300000000002,0.0,0.0,1.0
City-B,T5,10x,1600.0,S5_CityCalib,stress,500,4,1683.638685767763,1167.2395676991803,432.76043230081973,0.3067161157758129,0.0
City-B,T5,10x,1600.0,S6_Q10,routine,500,14,1686.7243297364435,4692.246999999999,0.0,0.0,1.0
City-B,T5,10x,1600.0,S6_Q10,stress,500,14,1686.7243297364435,3073.9088017192958,0.0,0.0,1.0
City-C,T1,1x,180.0,S0_Oracle,routine,650,1,387.629,387.629,0.0,0.0,1.0
City-C,T1,1x,180.0,S0_Oracle,stress,650,1,387.629,255.2097149848303,0.0,0.34161346291213945,1.0
City-C,T1,1x,180.0,S1_CapOnly,routine,650,1,737.04618,387.629,0.0,0.4740777301091229,1.0
City-C,T1,1x,180.0,S1_CapOnly,stress,650,1,737.04618,255.2097149848303,0.0,0.6537398579491582,1.0
City-C,T1,1x,180.0,S2_Platform,routine,650,1,460.895,387.629,0.0,0.15896462317881505,1.0
City-C,T1,1x,180.0,S2_Platform,stress,650,1,460.895,255.2097149848303,0.0,0.44627363068631615,1.0
City-C,T1,1x,180.0,S3_Linear4,routine,650,1,293.7598241466688,387.629,0.0,0.0,1.0
City-C,T1,1x,180.0,S3_Linear4,stress,650,1,293.7598241466688,255.2097149848303,0.0,0.1312300253236506,1.0
City-C,T1,1x,180.0,S4_GlobalCalib,routine,650,1,340.14281344624504,387.629,0.0,0.0,1.0
City-C,T1,1x,180.0,S4_GlobalCalib,stress,650,1,340.14281344624504,255.2097149848303,0.0,0.2496983475878648,1.0
City-C,T1,1x,180.0,S5_CityCalib,routine,650,1,317.081954980767,387.629,0.0,0.0,1.0
City-C,T1,1x,180.0,S5_CityCalib,stress,650,1,317.081954980767,255.2097149848303,0.0,0.1951301202229867,1.0
City-C,T1,1x,180.0,S6_Q10,routine,650,2,278.365020302006,756.715,0.0,0.0,1.0
City-C,T1,1x,180.0,S6_Q10,stress,650,2,278.365020302006,496.50698989926514,0.0,0.0,1.0
City-C,T1,2x,360.0,S0_Oracle,routine,650,1,387.629,387.629,0.0,0.0,1.0
City-C,T1,2x,360.0,S0_Oracle,stress,650,1,387.629,255.2097149848303,104.7902850151697,0.34161346291213945,0.0
City-C,T1,2x,360.0,S1_CapOnly,routine,650,1,737.04618,387.629,0.0,0.4740777301091229,1.0
City-C,T1,2x,360.0,S1_CapOnly,stress,650,1,737.04618,255.2097149848303,104.7902850151697,0.6537398579491582,0.0
City-C,T1,2x,360.0,S2_Platform,routine,650,1,460.895,387.629,0.0,0.15896462317881505,1.0
City-C,T1,2x,360.0,S2_Platform,stress,650,1,460.895,255.2097149848303,104.7902850151697,0.44627363068631615,0.0
City-C,T1,2x,360.0,S3_Linear4,routine,650,2,558.5376753773826,756.715,0.0,0.0,1.0
City-C,T1,2x,360.0,S3_Linear4,stress,650,2,558.5376753773826,496.50698989926514,0.0,0.11105908914059501,1.0
City-C,T1,2x,360.0,S4_GlobalCalib,routine,650,2,667.0491634523291,756.715,0.0,0.0,1.0
City-C,T1,2x,360.0,S4_GlobalCalib,stress,650,2,667.0491634523291,496.50698989926514,0.0,0.25566657286611205,1.0
City-C,T1,2x,360.0,S5_CityCalib,routine,650,2,621.7598462056758,756.715,0.0,0.0,1.0
City-C,T1,2x,360.0,S5_CityCalib,stress,650,2,621.7598462056758,496.50698989926514,0.0,0.20144893091886393,1.0
City-C,T1,2x,360.0,S6_Q10,routine,650,3,407.3020518557671,1040.729,0.0,0.0,1.0
City-C,T1,2x,360.0,S6_Q10,stress,650,3,407.3020518557671,682.1867616531335,0.0,0.0,1.0
City-C,T1,5x,900.0,S0_Oracle,routine,650,3,1116.04,1116.04,0.0,0.0,1.0
City-C,T1,5x,900.0,S0_Oracle,stress,650,3,1116.04,732.5153752954211,167.4846247045789,0.34364774085568517,0.0
City-C,T1,5x,900.0,S1_CapOnly,routine,650,2,1439.5386200000003,756.715,143.28499999999997,0.47433504771132856,0.0
City-C,T1,5x,900.0,S1_CapOnly,stress,650,2,1439.5386200000003,496.50698989926514,403.49301010073486,0.6550929700661556,0.0
City-C,T1,5x,900.0,S2_Platform,routine,650,2,904.515,756.715,143.28499999999997,0.16340248641537172,0.0
City-C,T1,5x,900.0,S2_Platform,stress,650,2,904.515,496.50698989926514,403.49301010073486,0.45107931886230174,0.0
City-C,T1,5x,900.0,S3_Linear4,routine,650,4,1051.0413097838873,1439.74,0.0,0.0,1.0
City-C,T1,5x,900.0,S3_Linear4,stress,650,4,1051.0413097838873,944.1406547419526,0.0,0.10170928016513008,1.0
City-C,T1,5x,900.0,S4_GlobalCalib,routine,650,3,975.0651071108746,1040.729,0.0,0.0,1.0
City-C,T1,5x,900.0,S4_GlobalCalib,stress,650,3,975.0651071108746,682.1867616531335,217.81323834686646,0.3003679890930995,0.0
City-C,T1,5x,900.0,S5_CityCalib,routine,650,3,908.7352895094887,1040.729,0.0,0.0,1.0
City-C,T1,5x,900.0,S5_CityCalib,stress,650,3,908.7352895094887,682.1867616531335,217.81323834686646,0.24930090255286558,0.0
City-C,T1,5x,900.0,S6_Q10,routine,650,8,1003.044710855963,2695.608,0.0,0.0,1.0
City-C,T1,5x,900.0,S6_Q10,stress,650,8,1003.044710855963,1765.1892072534038,0.0,0.0,1.0
City-C,T1,10x,1800.0,S0_Oracle,routine,650,6,2099.586,2099.586,0.0,0.0,1.0
City-C,T1,10x,1800.0,S0_Oracle,stress,650,6,2099.586,1375.5280323807417,424.4719676192583,0.34485749458191195,0.0
City-C,T1,10x,1800.0,S1_CapOnly,routine,650,3,2081.0861320000004,1116.04,683.96,0.46372234054174183,0.0
City-C,T1,10x,1800.0,S1_CapOnly,stress,650,3,2081.0861320000004,732.5153752954211,1067.484624704579,0.6480129466859467,0.0
City-C,T1,10x,1800.0,S2_Platform,routine,650,5,2117.87,1676.4370000000001,123.56299999999987,0.20843252890876202,0.0
City-C,T1,10x,1800.0,S2_Platform,stress,650,5,2117.87,1097.7934442184585,702.2065557815415,0.481652110744069,0.0
City-C,T1,10x,1800.0,S3_Linear4,routine,650,8,1997.391678864462,2428.118,0.0,0.0,1.0
City-C,T1,10x,1800.0,S3_Linear4,stress,650,8,1997.391678864462,1590.5402897531183,209.45971024688174,0.20369134077030046,0.0
City-C,T1,10x,1800.0,S4_GlobalCalib,routine,650,6,1846.5425324929106,2035.7620000000002,0.0,0.0,1.0
City-C,T1,10x,1800.0,S4_GlobalCalib,stress,650,6,1846.5425324929106,1333.8018296146145,466.19817038538554,0.2776760859042193,0.0
City-C,T1,10x,1800.0,S5_CityCalib,routine,650,7,1976.4741402453462,2364.4900000000002,0.0,0.0,1.0
City-C,T1,10x,1800.0,S5_CityCalib,stress,650,7,1976.4741402453462,1548.714263540779,251.28573645922097,0.21642573914550076,0.0
City-C,T1,10x,1800.0,S6_Q10,routine,650,16,1839.8847175783715,4834.664000000001,0.0,0.0,1.0
City-C,T1,10x,1800.0,S6_Q10,stress,650,16,1839.8847175783715,3163.6393887541144,0.0,0.0,1.0
City-C,T2,1x,260.0,S0_Oracle,routine,650,1,382.794,382.794,0.0,0.0,1.0
City-C,T2,1x,260.0,S0_Oracle,stress,650,1,382.794,257.05168257252245,2.948317427477548,0.3284856017269799,0.0
City-C,T2,1x,260.0,S1_CapOnly,routine,650,1,737.04618,382.794,0.0,0.4806376989838005,1.0
City-C,T2,1x,260.0,S1_CapOnly,stress,650,1,737.04618,257.05168257252245,2.948317427477548,0.6512407369474157,0.0
City-C,T2,1x,260.0,S2_Platform,routine,650,1,467.288,382.794,0.0,0.18081782540959757,1.0
City-C,T2,1x,260.0,S2_Platform,stress,650,1,467.288,257.05168257252245,2.948317427477548,0.4499073749539418,0.0
City-C,T2,1x,260.0,S3_Linear4,routine,650,1,302.18008404412205,382.794,0.0,0.0,1.0
City-C,T2,1x,260.0,S3_Linear4,stress,650,1,302.18008404412205,257.05168257252245,2.948317427477548,0.14934273916281754,0.0
City-C,T2,1x,260.0,S4_GlobalCalib,routine,650,1,345.041262695041,382.794,0.0,0.0,1.0
City-C,T2,1x,260.0,S4_GlobalCalib,stress,650,1,345.041262695041,257.05168257252245,2.948317427477548,0.25501176130428976,0.0
City-C,T2,1x,260.0,S5_CityCalib,routine,650,1,321.6723561148453,382.794,0.0,0.0,1.0
City-C,T2,1x,260.0,S5_CityCalib,stress,650,1,321.6723561148453,257.05168257252245,2.948317427477548,0.20088973240601252,0.0
City-C,T2,1x,260.0,S6_Q10,routine,650,2,277.60856936431856,727.4,0.0,0.0,1.0
City-C,T2,1x,260.0,S6_Q10,stress,650,2,277.60856936431856,482.3446731469786,0.0,0.0,1.0
City-C,T2,2x,520.0,S0_Oracle,routine,650,2,760.3,760.3,0.0,0.0,1.0
City-C,T2,2x,520.0,S0_Oracle,stress,650,2,760.3,503.85369907775055,16.146300922249452,0.33729620008187483,0.0
City-C,T2,2x,520.0,S1_CapOnly,routine,650,1,737.04618,382.794,137.20600000000002,0.4806376989838005,0.0
City-C,T2,2x,520.0,S1_CapOnly,stress,650,1,737.04618,257.05168257252245,262.94831742747755,0.6512407369474157,0.0
City-C,T2,2x,520.0,S2_Platform,routine,650,2,902.057,727.4,0.0,0.19362080223311834,1.0
City-C,T2,2x,520.0,S2_Platform,stress,650,2,902.057,482.3446731469786,37.65532685302139,0.465283598323633,0.0
City-C,T2,2x,520.0,S3_Linear4,routine,650,2,575.3781951722892,727.4,0.0,0.0,1.0
City-C,T2,2x,520.0,S3_Linear4,stress,650,2,575.3781951722892,482.3446731469786,37.65532685302139,0.1616910804161652,0.0
City-C,T2,2x,520.0,S4_GlobalCalib,routine,650,2,665.1657928511183,727.4,0.0,0.0,1.0
City-C,T2,2x,520.0,S4_GlobalCalib,stress,650,2,665.1657928511183,482.3446731469786,37.65532685302139,0.27485045332909946,0.0
City-C,T2,2x,520.0,S5_CityCalib,routine,650,2,619.9949148764774,727.4,0.0,0.0,1.0
City-C,T2,2x,520.0,S5_CityCalib,stress,650,2,619.9949148764774,482.3446731469786,37.65532685302139,0.2220183398712602,0.0
City-C,T2,2x,520.0,S6_Q10,routine,650,4,522.325987216725,1440.0459999999998,0.0,0.0,1.0
City-C,T2,2x,520.0,S6_Q10,stress,650,4,522.325987216725,949.362139351098,0.0,0.0,1.0
City-C,T2,5x,1300.0,S0_Oracle,routine,650,4,1455.878,1455.878,0.0,0.0,1.0
City-C,T2,5x,1300.0,S0_Oracle,stress,650,4,1455.878,958.6015786787993,341.39842132120066,0.3415646237673765,0.0
City-C,T2,5x,1300.0,S1_CapOnly,routine,650,2,1439.5386200000003,727.4,572.6,0.4946992113348096,0.0
City-C,T2,5x,1300.0,S1_CapOnly,stress,650,2,1439.5386200000003,482.3446731469786,817.6553268530214,0.6649310644079987,0.0
City-C,T2,5x,1300.0,S2_Platform,routine,650,3,1301.083,1104.906,195.09400000000005,0.15077977346564372,0.0
City-C,T2,5x,1300.0,S2_Platform,stress,650,3,1301.083,729.1466896522068,570.8533103477932,0.4395848000072196,0.0
City-C,T2,5x,1300.0,S3_Linear4,routine,650,5,1334.6142096832832,1589.3029999999999,0.0,0.0,1.0
City-C,T2,5x,1300.0,S3_Linear4,stress,650,5,1334.6142096832832,1046.9418561702237,253.05814382977633,0.21554719815348508,0.0
City-C,T2,5x,1300.0,S4_GlobalCalib,routine,650,5,1528.6392762883834,1589.3029999999999,0.0,0.0,1.0
City-C,T2,5x,1300.0,S4_GlobalCalib,stress,650,5,1528.6392762883834,1046.9418561702237,253.05814382977633,0.3151151665340867,0.0
City-C,T2,5x,1300.0,S5_CityCalib,routine,650,5,1424.1562280421485,1589.3029999999999,0.0,0.0,1.0
City-C,T2,5x,1300.0,S5_CityCalib,stress,650,5,1424.1562280421485,1046.9418561702237,253.05814382977633,0.26486867412748555,0.0
City-C,T2,5x,1300.0,S6_Q10,routine,650,12,1401.5598680116282,3339.6009999999997,0.0,0.0,1.0
City-C,T2,5x,1300.0,S6_Q10,stress,650,12,1401.5598680116282,2191.7724568838235,0.0,0.0,1.0
City-C,T2,10x,2600.0,S0_Oracle,routine,650,8,2702.182,2702.182,0.0,0.0,1.0
City-C,T2,10x,2600.0,S0_Oracle,stress,650,8,2702.182,1774.5085208757428,825.4914791242572,0.34330532848056017,0.0
City-C,T2,10x,2600.0,S1_CapOnly,routine,650,4,2666.6496520000005,1455.878,1144.122,0.4540422665166816,0.0
City-C,T2,10x,2600.0,S1_CapOnly,stress,650,4,2666.6496520000005,958.6015786787996,1641.3984213212004,0.6405221143468008,0.0
City-C,T2,10x,2600.0,S2_Platform,routine,650,7,2815.8059999999996,2225.835,374.16499999999996,0.2095211815018505,0.0
City-C,T2,10x,2600.0,S2_Platform,stress,650,7,2815.8059999999996,1463.0872450384957,1136.9127549615043,0.4804019719261569,0.0
City-C,T2,10x,2600.0,S3_Linear4,routine,650,11,2754.0422635830737,3189.647,0.0,0.0,1.0
City-C,T2,10x,2600.0,S3_Linear4,stress,650,11,2754.0422635830737,2094.1170414263534,505.88295857364665,0.2396205863951202,0.0
City-C,T2,10x,2600.0,S4_GlobalCalib,routine,650,10,2834.2470169378635,2815.964,0.0,0.006450749291999466,1.0
City-C,T2,10x,2600.0,S4_GlobalCalib,stress,650,10,2834.2470169378635,1848.895754567387,751.104245432613,0.3476589219224285,0.0
City-C,T2,10x,2600.0,S5_CityCalib,routine,650,10,2639.3066744313173,2815.964,0.0,0.0,1.0
City-C,T2,10x,2600.0,S5_CityCalib,stress,650,10,2639.3066744313173,1848.895754567387,751.104245432613,0.29947672527832997,0.0
City-C,T2,10x,2600.0,S6_Q10,routine,650,25,2665.0674398953033,5630.904,0.0,0.0,1.0
City-C,T2,10x,2600.0,S6_Q10,stress,650,25,2665.0674398953033,3696.6830370348853,0.0,0.0,1.0
City-C,T3,1x,200.0,S0_Oracle,routine,650,1,428.75,428.75,0.0,0.0,1.0
City-C,T3,1x,200.0,S0_Oracle,stress,650,1,428.75,280.303795374422,0.0,0.34623021487015276,1.0
City-C,T3,1x,200.0,S1_CapOnly,routine,650,1,648.6224445,428.75,0.0,0.3389837128893865,1.0
City-C,T3,1x,200.0,S1_CapOnly,stress,650,1,648.6224445,280.303795374422,0.0,0.5678475240083648,1.0
City-C,T3,1x,200.0,S2_Platform,routine,650,1,456.757,428.75,0.0,0.061317067937656136,1.0
City-C,T3,1x,200.0,S2_Platform,stress,650,1,456.757,280.303795374422,0.0,0.38631746120054644,1.0
City-C,T3,1x,200.0,S3_Linear4,routine,650,1,280.0927624271533,428.75,0.0,0.0,1.0
City-C,T3,1x,200.0,S3_Linear4,stress,650,1,280.0927624271533,280.303795374422,0.0,0.0,1.0
City-C,T3,1x,200.0,S4_GlobalCalib,routine,650,1,336.972191986599,428.75,0.0,0.0,1.0
City-C,T3,1x,200.0,S4_GlobalCalib,stress,650,1,336.972191986599,280.303795374422,0.0,0.16816935628454063,1.0
City-C,T3,1x,200.0,S5_CityCalib,routine,650,1,314.1107239635895,428.75,0.0,0.0,1.0
City-C,T3,1x,200.0,S5_CityCalib,stress,650,1,314.1107239635895,280.303795374422,0.0,0.10762742564970905,1.0
City-C,T3,1x,200.0,S6_Q10,routine,650,2,270.28195118957314,838.316,0.0,0.0,1.0
City-C,T3,1x,200.0,S6_Q10,stress,650,2,270.28195118957314,549.2363558290981,0.0,0.0,1.0
City-C,T3,2x,400.0,S0_Oracle,routine,650,1,428.75,428.75,0.0,0.0,1.0
City-C,T3,2x,400.0,S0_Oracle,stress,650,1,428.75,280.303795374422,119.69620462557799,0.34623021487015276,0.0
City-C,T3,2x,400.0,S1_CapOnly,routine,650,1,648.6224445,428.75,0.0,0.3389837128893865,1.0
City-C,T3,2x,400.0,S1_CapOnly,stress,650,1,648.6224445,280.303795374422,119.69620462557799,0.5678475240083648,0.0
City-C,T3,2x,400.0,S2_Platform,routine,650,1,456.757,428.75,0.0,0.061317067937656136,1.0
