seed_id,city,task_id,strategy,req_level,k,topk_overlap,capacity_regret,cap_strat,cap_oracle
0,City-C,T4,S1_CapRR,10x,2,0.5,0.1260463352207637,910.2737445445449,1041.5583585595275
0,City-C,T4,S4_GlobalCalib,1x,1,1.0,0.0,558.1430025391173,558.1430025391173
0,City-C,T4,S4_GlobalCalib,2x,1,1.0,0.0,558.1430025391173,558.1430025391173
0,City-C,T4,S4_GlobalCalib,5x,2,0.5,0.1260463352207637,910.2737445445449,1041.5583585595275
0,City-C,T4,S4_GlobalCalib,10x,4,0.5,0.053317071787353454,1837.214655419818,1940.6863699216701
0,City-C,T5,S1_CapRR,1x,1,0.0,0.1511479041025111,377.9941604291127,445.3003794842028
0,City-C,T5,S1_CapRR,2x,1,0.0,0.1511479041025111,377.9941604291127,445.3003794842028
0,City-C,T5,S1_CapRR,5x,2,0.0,0.28404615960414714,592.3631032532845,827.3761097863031
0,City-C,T5,S1_CapRR,10x,3,0.3333333333333333,0.1403188643211808,1037.6634827374874,1207.0329796385845
0,City-C,T5,S4_GlobalCalib,1x,1,0.0,0.1511479041025111,377.9941604291127,445.3003794842028
0,City-C,T5,S4_GlobalCalib,2x,1,0.0,0.1511479041025111,377.9941604291127,445.3003794842028
0,City-C,T5,S4_GlobalCalib,5x,2,0.0,0.28404615960414714,592.3631032532845,827.3761097863031
0,City-C,T5,S4_GlobalCalib,10x,5,0.6,0.1003047942094768,1760.0154533442578,1956.2352250146853
1,City-A,T1,S1_CapRR,1x,1,1.0,0.0,541.3361870730206,541.3361870730206
1,City-A,T1,S1_CapRR,2x,1,1.0,0.0,541.3361870730206,541.3361870730206
1,City-A,T1,S1_CapRR,5x,2,0.5,0.0018943645585536295,1023.6738565856242,1025.6167486048403
1,City-A,T1,S1_CapRR,10x,3,0.6666666666666666,0.11981917217775806,1327.2725680568187,1507.9544181174438
1,City-A,T1,S4_GlobalCalib,1x,1,1.0,0.0,541.3361870730206,541.3361870730206
1,City-A,T1,S4_GlobalCalib,2x,1,1.0,0.0,541.3361870730206,541.3361870730206
1,City-A,T1,S4_GlobalCalib,5x,3,0.6666666666666666,0.11981917217775806,1327.2725680568187,1507.9544181174438
