seed_id,city,task_id,strategy,success,n_selected,p_commit,p_deliv,shortfall,ocr,unused_deliv,pool_fraction
0,City-A,T3,Q10,1.0,5,1209.8271122800327,1653.593228405417,0.0,0.0,653.593228405417,0.00625
0,City-A,T3,Q20,1.0,4,1160.6662545011154,1349.5224844442587,0.0,0.0,349.5224844442587,0.005
0,City-A,T3,Q30,1.0,4,1285.476744240931,1349.5224844442587,0.0,0.0,349.5224844442587,0.005
0,City-A,T4,S1_CapRR,1.0,2,1293.3561519999998,719.1394611026708,0.0,0.44397414432937193,19.139461102670793,0.0025
0,City-A,T4,S4_GlobalCalib,1.0,2,863.2598525084748,719.1394611026708,0.0,0.16694902581999677,19.139461102670793,0.0025
0,City-A,T4,S7_Isotonic,1.0,2,842.7787528535539,864.9637052432913,0.0,0.0,164.96370524329132,0.0025
0,City-A,T4,S8_ConformalLCB,1.0,2,757.533173887608,719.1394611026708,0.0,0.05068254976597697,19.139461102670793,0.0025
0,City-A,T4,Q05,1.0,3,747.8514398528849,1065.7051306121407,0.0,0.0,365.7051306121407,0.00375
0,City-A,T4,Q10,1.0,3,865.2263806001793,1065.7051306121407,0.0,0.0,365.7051306121407,0.00375
0,City-A,T4,Q20,1.0,3,1017.1148211116674,1065.7051306121407,0.0,0.0,365.7051306121407,0.00375
0,City-A,T4,Q30,1.0,2,766.3386616830176,719.1394611026708,0.0,0.06159052510373003,19.139461102670793,0.0025
0,City-A,T5,S1_CapRR,1.0,2,1138.1160166,835.6326561661726,0.0,0.2657755062067082,35.63265616617264,0.0025
0,City-A,T5,S4_GlobalCalib,1.0,3,1101.7239286783915,1287.1151437239296,0.0,0.0,487.1151437239296,0.00375
0,City-A,T5,S7_Isotonic,1.0,3,1088.8030791253066,1287.1151437239296,0.0,0.0,487.1151437239296,0.00375
0,City-A,T5,S8_ConformalLCB,1.0,3,937.7590331651217,1287.1151437239296,0.0,0.0,487.1151437239296,0.00375
0,City-A,T5,Q05,1.0,4,849.5981076797964,1679.3345808139607,0.0,0.0,879.3345808139607,0.005
0,City-A,T5,Q10,1.0,4,990.311194445918,1679.3345808139607,0.0,0.0,879.3345808139607,0.005
0,City-A,T5,Q20,1.0,3,889.5291677453758,1287.1151437239296,0.0,0.0,487.1151437239296,0.00375
0,City-A,T5,Q30,1.0,3,984.3084954973012,1287.1151437239296,0.0,0.0,487.1151437239296,0.00375
0,City-B,T1,S1_CapRR,1.0,2,1687.96367,1270.2081170687043,0.0,0.2474908437640105,370.20811706870427,0.004
0,City-B,T1,S4_GlobalCalib,1.0,2,1119.8099170308778,1270.2081170687043,0.0,0.0,370.20811706870427,0.004
0,City-B,T1,S7_Isotonic,1.0,2,1265.9088662781573,1270.2081170687043,0.0,0.0,370.20811706870427,0.004
0,City-B,T1,S8_ConformalLCB,1.0,2,1010.0606305277789,1270.2081170687043,0.0,0.0,370.20811706870427,0.004
0,City-B,T1,Q05,1.0,3,980.1828113445904,1771.9365113759204,0.0,0.0,871.9365113759204,0.006
0,City-B,T1,Q10,1.0,3,1138.443775401883,1771.9365113759204,0.0,0.0,871.9365113759204,0.006
0,City-B,T1,Q20,1.0,2,902.8509185404095,1270.2081170687043,0.0,0.0,370.20811706870427,0.004
0,City-B,T1,Q30,1.0,2,999.9862612875551,1270.2081170687043,0.0,0.0,370.20811706870427,0.004
0,City-B,T2,S1_CapRR,0.0,2,1687.96367,1113.9797163412727,186.0202836587273,0.34004520586555476,0.0,0.004
0,City-B,T2,S4_GlobalCalib,1.0,3,1674.5145189137904,1644.2175549321732,0.0,0.018092983751057563,344.21755493217324,0.006
0,City-B,T2,S7_Isotonic,0.0,2,1344.0230666418731,1113.9797163412727,186.0202836587273,0.17116026949997096,0.0,0.004
0,City-B,T2,S8_ConformalLCB,1.0,3,1515.7984253460709,1644.2175549321732,0.0,0.0,344.21755493217324,0.006
0,City-B,T2,Q05,1.0,4,1302.5133524288747,1929.2426562030096,0.0,0.0,629.2426562030096,0.008
0,City-B,T2,Q10,1.0,4,1512.4695853044211,1929.2426562030096,0.0,0.0,629.2426562030096,0.008
0,City-B,T2,Q20,1.0,3,1345.0905787912304,1644.2175549321732,0.0,0.0,344.21755493217324,0.006
0,City-B,T2,Q30,1.0,3,1482.7938913803077,1644.2175549321732,0.0,0.0,344.21755493217324,0.006
0,City-B,T3,S1_CapRR,1.0,2,1485.4080295999997,1086.390025028429,0.0,0.26862518353224535,86.39002502842891,0.004
0,City-B,T3,S4_GlobalCalib,1.0,3,1465.0546692675325,1521.885559958036,0.0,0.0,521.8855599580361,0.006
0,City-B,T3,S7_Isotonic,0.0,2,1033.9785112319646,869.3069361979008,130.69306380209923,0.1592601521649236,0.0,0.004
0,City-B,T3,S8_ConformalLCB,1.0,3,1302.1721673913516,1521.885559958036,0.0,0.0,521.8855599580361,0.006
0,City-B,T3,Q05,1.0,4,1125.3542599611783,1931.167178843892,0.0,0.0,931.1671788438921,0.008
